"rfmo","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iattc",-142.5,-7.5,2014,9.76,0,65,0,64,0,0,0,1
"iattc",-142.5,-7.5,2014,73.746,20,605,16.09,476,0.62,42,3.29,87
"iattc",-142.5,-7.5,2014,18.7,8.95,392,4.4,138,0.06,4,4.49,250
"iattc",-142.5,-7.5,2014,654.89,128.69,2676,86.17,1591,3.92,223,38.6,862
"iattc",-142.5,-7.5,2014,16.36,3.91,82,2.89,58,0.02,1,1,23
"iattc",-142.5,-7.5,2015,875.707,237.09,10756,65.28,1840,125.77,7219,46.04,1697
"iattc",-142.5,-7.5,2015,20.28,4.28,158,2.82,94,0.44,28,1.02,36
"iattc",-142.5,-7.5,2015,1.589,0.13,5,0.05,1,0.08,4,0,0
"iattc",-142.5,-7.5,2015,313.661,101.79,2575,61.54,1143,10.68,635,29.57,797
"iattc",-142.5,-7.5,2015,511.365,238.21,5519,198.2,4254,3.21,195,36.8,1070
"iattc",-142.5,-7.5,2016,969.79,299.56,13446,89.85,2322,139.86,8339,69.85,2785
"iattc",-142.5,-7.5,2016,3.2,0,33,0,10,0,1,0,22
"iattc",-142.5,-7.5,2016,10.46,3.64,159,1.89,70,0.39,25,1.36,64
"iattc",-142.5,-7.5,2016,71.277,34.5,1430,8.35,227,7.18,368,18.97,835
"iattc",-142.5,-7.5,2016,170.63,58.9,2113,18.66,488,9.71,603,30.53,1022
"iattc",-142.5,-7.5,2016,42.45,0,410,0,306,0,12,0,92
"iattc",-142.5,-7.5,2017,974.545,516.83,20810,131.4,4283,24.73,1356,360.7,15171
"iattc",-142.5,-7.5,2018,705.625,141.31,5068,66.84,1585,36.75,2170,37.72,1313
"iattc",-142.5,-7.5,2018,12.3,0,61,0,18,0,16,0,27
"iattc",-142.5,-7.5,2018,11.682,3.79,81,2.85,52,0.06,3,0.88,26
"iattc",-142.5,-7.5,2018,3,0.05,0,0.05,0,0,0,0,0
"iattc",-142.5,-7.5,2018,362.6,165.54,5422,35.87,959,6.82,371,122.85,4092
"iattc",-142.5,-7.5,2018,537.49,130.88,3218,81.13,1735,9.81,520,39.94,963
"iattc",-142.5,-7.5,2018,163.18,0,1436,0,784,0,270,0,382
"iattc",-142.5,-7.5,2019,997.177,306.21,9874,146.03,3013,80.26,4525,79.92,2336
"iattc",-142.5,-7.5,2019,807.801,345.62,11023,163.07,4232,48.78,2922,133.77,3869
"iattc",-142.5,-7.5,2019,210.985,89.71,2658,16.89,454,0.55,32,72.27,2172
"iattc",-142.5,-7.5,2019,489.23,117.93,3124,64,1296,10.9,599,43.03,1229
"iattc",-142.5,-7.5,2019,313.42,0,2295,0,1482,0,309,0,504
"iattc",-142.5,-7.5,2020,602.407,168.61,5841,104.42,2515,42.3,2473,21.89,853
"iattc",-142.5,-7.5,2020,3.2,0,24,0,5,0,6,0,13
"iattc",-142.5,-7.5,2020,695.219,311.46,11640,165.85,5016,37.08,2112,108.53,4512
"iattc",-142.5,-7.5,2020,105.383,44.19,1658,7.11,188,1.37,71,35.71,1399
"iattc",-142.5,-7.5,2020,706.509,135.22,5391,45.95,1021,58.8,3248,30.47,1122
"iattc",-142.5,-7.5,2020,53.86,12.23,0,7.97,0,2.3,0,1.96,0
"iattc",-142.5,-7.5,2021,253.58,61.17,1917,30.49,587,9.6,574,21.08,756
"iattc",-142.5,-7.5,2021,3.135,0,3,0,3,0,0,0,0
"iattc",-142.5,-7.5,2021,767.417,335.55,11630,169.05,5045,24.39,1445,142.11,5140
"iattc",-142.5,-7.5,2021,785.696,501.6,18810,65.66,1961,0.91,47,435.03,16802
"iattc",-142.5,-7.5,2021,883.092,229.79,7115,119.34,2746,17.6,988,92.85,3381
"iattc",-142.5,-7.5,2021,306.34,0,1324,0,863,0,60,0,401
"iattc",-142.5,-7.5,2022,240,62.3,3063,8.7,271,31.13,1907,22.47,885
"iattc",-142.5,-7.5,2022,3.12,0,15,0,8,0,0,0,7
"iattc",-142.5,-7.5,2022,487.581,205.77,7604,96.84,2683,48.7,3158,60.23,1763
"iattc",-142.5,-7.5,2022,760.457,304.46,9426,67.41,1824,8.2,477,228.85,7125
"iattc",-142.5,-7.5,2022,717.318,188.07,4863,111.16,1962,27.92,1602,48.99,1299
"iattc",-142.5,-7.5,2022,153.28,0,1195,0,769,0,255,0,171
"wcpfc",-142.5,-7.5,2023,1295.014,441.878,13203,263.719,5275,104.55,6076,73.609,1852
"wcpfc",-142.5,-7.5,2024,2071.108,813.468,85094,310.857,15642,249.71,33963,252.901,35489
"iattc",-137.5,-7.5,1957,254.232,0,10139,0,3470,0,988,0,5681
"iattc",-137.5,-7.5,1958,132.719,0,5093,0,1044,0,839,0,3210
"iattc",-137.5,-7.5,1959,59.135,0,4133,0,980,0,2571,0,582
"iattc",-137.5,-7.5,1960,70.788,0,3486,0,1131,0,540,0,1815
"iattc",-137.5,-7.5,1961,81.154,0,3249,0,1371,0,1088,0,790
"iattc",-137.5,-7.5,1962,851.538,0,26290,0,21368,0,1028,0,3894
"iattc",-137.5,-7.5,1963,1132.122,0,31276,0,19966,0,1008,0,10302
"iattc",-137.5,-7.5,1964,769.434,0,18220,0,12077,0,1581,0,4562
"wcpfc",-137.5,-7.5,1965,1220.022,1157.31,28101,673.89,13369,30.774,2209,452.646,12523
"iattc",-137.5,-7.5,1966,858.808,0,22046,0,11718,0,3354,0,6974
"iattc",-137.5,-7.5,1967,280.269,0,5478,0,4352,0,415,0,711
"wcpfc",-137.5,-7.5,1968,1594.931,439.043,28498,38.632,858,307.901,24336,92.51,3304
"iattc",-137.5,-7.5,1969,424.281,0,9698,0,6427,0,63,0,3208
"iattc",-137.5,-7.5,1969,4.884,6.24,161,4.07,86,0.22,14,1.95,61
"iattc",-137.5,-7.5,1970,1021.383,0,20895,0,13956,0,389,0,6550
"iattc",-137.5,-7.5,1970,4.784,7.92,182,6.98,146,0.16,12,0.78,24
"iattc",-137.5,-7.5,1971,428.575,0,5091,0,4346,0,20,0,725
"iattc",-137.5,-7.5,1972,469.658,0,6511,0,3800,0,71,0,2640
"iattc",-137.5,-7.5,1972,53.577,84.79,2436,36.78,737,5.73,378,42.28,1321
"iattc",-137.5,-7.5,1973,802.83,0,11968,0,9017,0,411,0,2540
"iattc",-137.5,-7.5,1973,19.91,15.12,336,10.91,202,0.05,4,4.16,130
"wcpfc",-137.5,-7.5,1974,2285.268,1312.031,28495,1135.448,22653,6.938,518,169.645,5324
"wcpfc",-137.5,-7.5,1975,2346.738,1131.752,28530,881.173,20706,9.016,579,241.563,7245
"wcpfc",-137.5,-7.5,1976,2042.772,963.988,26432,765.063,19900,3.762,242,195.163,6290
"wcpfc",-137.5,-7.5,1977,2394.174,1129.826,35279,809.592,23244,16.684,1103,303.55,10932
"wcpfc",-137.5,-7.5,1978,2901.304,2025.88,45512,1577.725,31480,20.338,1136,427.817,12896
"wcpfc",-137.5,-7.5,1979,2924.21,1981.918,62800,1029.262,27783,48.942,3347,903.714,31670
"wcpfc",-137.5,-7.5,1980,2297.106,1186.541,32458,835.868,20550,12.67,1038,338.003,10870
"wcpfc",-137.5,-7.5,1981,1808.2,737.116,22689,528.68,14055,10.969,868,197.467,7766
"iattc",-137.5,-7.5,1982,963.86,0,12519,0,8518,0,128,0,3873
"iattc",-137.5,-7.5,1982,398.696,0,5546,0,2185,0,181,0,3180
"iattc",-137.5,-7.5,1983,434.681,0,7944,0,4101,0,131,0,3712
"iattc",-137.5,-7.5,1983,558.437,0,12173,0,6986,0,588,0,4599
"wcpfc",-137.5,-7.5,1984,2711.1,1587.328,37392,1152.512,24904,4.644,320,430.172,12168
"wcpfc",-137.5,-7.5,1985,2496.1,2329.257,49891,1736.254,33780,12.667,911,580.336,15200
"wcpfc",-137.5,-7.5,1986,1668.1,1650.905,31454,1282.227,22527,4.095,283,364.583,8644
"wcpfc",-137.5,-7.5,1987,1370.3,1071.816,22353,828.829,15789,12.765,928,230.222,5636
"wcpfc",-137.5,-7.5,1988,7182.5,4541.277,88746,3741.161,64870,64.519,4331,735.597,19545
"wcpfc",-137.5,-7.5,1989,6872.1,4196.263,76764,3323.887,51446,17.136,1114,855.24,24204
"wcpfc",-137.5,-7.5,1990,2137.8,1069.628,28784,813.289,19773,8.23,544,248.109,8467
"wcpfc",-137.5,-7.5,1991,2928.202,1170.426,37155,796.618,24250,24.82,1464,348.988,11441
"wcpfc",-137.5,-7.5,1992,2404.125,857.28,26744,609.377,17322,38.177,2402,209.726,7020
"wcpfc",-137.5,-7.5,1993,2722,1138.061,27966,877.981,18897,15.07,880,245.01,8189
"wcpfc",-137.5,-7.5,1994,2725.304,1207.829,36869,718.734,18472,29.654,1575,459.441,16822
"wcpfc",-137.5,-7.5,1995,4979.953,1691.819,62112,1337.57,45866,85.327,5304,268.922,10942
"wcpfc",-137.5,-7.5,1996,3227.218,1163.527,48875,639.772,19922,13.996,924,509.759,28029
"wcpfc",-137.5,-7.5,1997,2354.473,802.371,26630,580.157,17896,14.867,974,207.347,7760
"wcpfc",-137.5,-7.5,1998,1435.498,659.143,25679,407.586,13044,58.94,3784,192.617,8851
"wcpfc",-137.5,-7.5,1999,4858.951,1361.731,41755,1056.879,28218,8.022,448,296.83,13089
"wcpfc",-137.5,-7.5,2000,6408.605,2419.84,70789,1749.967,41125,13.093,886,656.78,28778
"wcpfc",-137.5,-7.5,2001,4743.054,1534.597,46972,1080.187,25222,20.669,1450,433.741,20300
"iattc",-137.5,-7.5,2002,1385.712,869.83,44419,325.66,7083,440.78,34508,103.39,2828
"wcpfc",-137.5,-7.5,2003,4348.96,1147.921,41333,822.622,24681,114.6,8026,210.699,8626
"wcpfc",-137.5,-7.5,2004,4185.751,1050.95,35670,765.342,22962,34.756,2436,250.852,10272
"wcpfc",-137.5,-7.5,2005,2512.254,634.688,22346,401.525,10573,32.384,2829,200.779,8944
"iattc",-137.5,-7.5,2006,761.679,0,8506,0,5603,0,764,0,2139
"iattc",-137.5,-7.5,2006,948.964,238.05,7861,186.83,5093,7.26,600,43.96,2168
"iattc",-137.5,-7.5,2006,97.5,22.02,945,3.96,167,4.56,246,13.5,532
"iattc",-137.5,-7.5,2006,581.793,185.66,5551,129.15,3373,6.85,438,49.66,1740
"iattc",-137.5,-7.5,2007,419.6,56.57,0,44.45,0,6.43,0,5.69,0
"iattc",-137.5,-7.5,2007,662.361,0,6057,0,4052,0,545,0,1460
"iattc",-137.5,-7.5,2007,129.15,35.83,898,30.52,675,0.25,62,5.06,161
"iattc",-137.5,-7.5,2007,399.835,125.36,2847,102.39,2071,2.41,151,20.56,625
"iattc",-137.5,-7.5,2007,3,1.69,27,1.57,23,0,0,0.12,4
"wcpfc",-137.5,-7.5,2008,1553.076,510.394,13287,422.071,9795,8.457,644,79.866,2848
"iattc",-137.5,-7.5,2009,839.86,296.86,9077,207.18,4846,29.33,1863,60.35,2368
"iattc",-137.5,-7.5,2009,383.872,0,4889,0,2655,0,428,0,1806
"iattc",-137.5,-7.5,2009,214.56,72.6,2524,53.87,1387,2.36,260,16.37,877
"iattc",-137.5,-7.5,2009,35.721,15.73,698,6.34,126,0,0,9.39,572
"iattc",-137.5,-7.5,2009,106.192,9,305,5.35,135,0.2,12,3.45,158
"iattc",-137.5,-7.5,2010,414,105.17,2458,81.49,1583,3.14,177,20.54,698
"iattc",-137.5,-7.5,2010,152.186,0,907,0,665,0,45,0,197
"iattc",-137.5,-7.5,2010,588.187,216.51,4910,184.28,3735,5.24,330,26.99,845
"iattc",-137.5,-7.5,2010,348.026,86.75,2058,62.91,1218,4.03,248,19.81,592
"iattc",-137.5,-7.5,2010,448.216,158.7,4125,106.63,2556,31.13,802,20.94,767
"wcpfc",-137.5,-7.5,2011,1686.345,344.422,9217,246.46,5638,12.849,780,85.113,2799
"wcpfc",-137.5,-7.5,2012,3991.894,930.91,26108,620.429,13252,75.517,4802,234.964,8054
"iattc",-137.5,-7.5,2013,225.707,43.8,1614,29.8,869,9.68,622,4.32,123
"iattc",-137.5,-7.5,2013,478.258,0,3633,0,2005,0,620,0,1008
"iattc",-137.5,-7.5,2013,435.085,121.35,3138,93.25,2158,2.27,165,25.83,815
"iattc",-137.5,-7.5,2013,77.11,10.92,241,7.13,144,0.37,23,3.42,74
"iattc",-137.5,-7.5,2013,217.915,39.9,816,31.5,577,0.91,50,7.49,189
"wcpfc",-137.5,-7.5,2014,3342.459,642.101,17703,429.057,10629,33.922,2036,179.122,5038
"iattc",-137.5,-7.5,2015,915.513,164.8,6635,70.79,1735,59.99,3623,34.02,1277
"iattc",-137.5,-7.5,2015,56.819,0,575,0,430,0,29,0,116
"iattc",-137.5,-7.5,2015,23.235,4.43,124,4.09,113,0.01,1,0.33,10
"iattc",-137.5,-7.5,2015,531.125,153.01,3377,131.17,2680,0.26,18,21.58,679
"iattc",-137.5,-7.5,2015,71.306,26.26,623,20.53,445,0.28,16,5.45,162
"iattc",-137.5,-7.5,2016,474.274,91.16,2122,65.34,1328,2.14,121,23.68,673
"iattc",-137.5,-7.5,2016,73.06,0,778,0,439,0,13,0,326
"iattc",-137.5,-7.5,2016,474.4,198.55,6743,123.34,3521,10.1,634,65.11,2588
"iattc",-137.5,-7.5,2016,33.26,9.72,347,4.29,124,0.31,19,5.12,204
"iattc",-137.5,-7.5,2016,575.189,207.46,4694,155.86,3036,5.25,302,46.35,1356
"iattc",-137.5,-7.5,2016,13.2,0,61,0,52,0,0,0,9
"iattc",-137.5,-7.5,2017,1015.15,170.83,5764,99.09,2229,49.01,2689,22.73,846
"iattc",-137.5,-7.5,2017,30,0,96,0,74,0,0,0,22
"iattc",-137.5,-7.5,2017,742.028,296.28,6784,214.56,4276,5.45,328,76.27,2180
"iattc",-137.5,-7.5,2017,326.052,203.13,7513,79.22,2247,4.27,209,119.64,5057
"iattc",-137.5,-7.5,2017,583.355,78.65,1685,54.6,988,0.42,25,23.63,672
"iattc",-137.5,-7.5,2017,78.54,0,243,0,180,0,3,0,60
"iattc",-137.5,-7.5,2018,811.955,358.18,7360,257.28,4749,4.08,219,96.82,2392
"iattc",-137.5,-7.5,2019,220.969,42.94,968,31.75,596,1.62,84,9.57,288
"iattc",-137.5,-7.5,2019,424.267,177.98,4895,94.32,2220,7.95,454,75.71,2221
"iattc",-137.5,-7.5,2019,148.738,72.67,2158,17.78,427,0.57,30,54.32,1701
"iattc",-137.5,-7.5,2019,1103.55,401.88,9594,285.65,5841,9.05,469,107.18,3284
"iattc",-137.5,-7.5,2019,286.96,0,2018,0,1038,0,1,0,979
"iattc",-137.5,-7.5,2020,870.036,347.1,9824,223.68,5343,10.91,596,112.51,3885
"iattc",-137.5,-7.5,2021,129.23,37.17,873,27.23,534,2.1,120,7.84,219
"iattc",-137.5,-7.5,2021,767.444,324.4,8965,220.76,5392,12.65,694,90.99,2879
"iattc",-137.5,-7.5,2021,322.699,206.57,7707,34.97,919,0.57,33,171.03,6755
"iattc",-137.5,-7.5,2021,941.34,212.74,4704,159.08,3070,3.15,165,50.51,1469
"iattc",-137.5,-7.5,2021,34.8,0,108,0,64,0,1,0,43
"iattc",-137.5,-7.5,2022,805.962,349.98,7212,251.73,4327,10.55,626,87.7,2259
"wcpfc",-137.5,-7.5,2023,1470.715,718.456,18898,514.934,10586,0,699,203.522,7613
"iattc",-137.5,-7.5,2024,39.54,7.62,234,3.56,94,0.4,25,3.66,115
"iattc",-137.5,-7.5,2024,932.369,591.11,19240,271.61,7439,20.53,1207,298.97,10594
"iattc",-137.5,-7.5,2024,631.715,331.29,12655,155.02,5450,45.76,2539,130.51,4666
"iattc",-137.5,-7.5,2024,51.43,24.07,818,12.63,311,1.36,75,10.08,432
"iattc",-137.5,-7.5,2024,53.15,0,572,0,286,0,57,0,229
"iattc",-132.5,-7.5,1956,6.712,0,378,0,216,0,0,0,162
"iattc",-132.5,-7.5,1957,76.428,0,3289,0,2124,0,135,0,1030
"iattc",-132.5,-7.5,1958,110.944,0,5010,0,3117,0,286,0,1607
"iattc",-132.5,-7.5,1959,335.335,0,16152,0,10519,0,1666,0,3967
"iattc",-132.5,-7.5,1960,184.513,0,14506,0,2800,0,11056,0,650
"iattc",-132.5,-7.5,1961,450.396,0,23979,0,13115,0,7179,0,3685
"wcpfc",-132.5,-7.5,1962,1586.12,2402.105,56666,1986.247,44561,61.432,3704,354.426,8401
"wcpfc",-132.5,-7.5,1963,1737.375,1786.355,44254,1297.296,29908,40.22,2425,448.839,11921
"wcpfc",-132.5,-7.5,1964,1200.717,1147.247,29462,836.445,19164,54.782,3303,256.02,6995
"wcpfc",-132.5,-7.5,1965,1646.265,1501.364,35124,1047.396,20611,48.783,3659,405.185,10854
"iattc",-132.5,-7.5,1966,791.714,0,18730,0,11127,0,3135,0,4468
"iattc",-132.5,-7.5,1967,377.698,0,7279,0,5488,0,79,0,1712
"iattc",-132.5,-7.5,1967,12.147,31.84,847,26.21,513,4.57,301,1.06,33
"wcpfc",-132.5,-7.5,1968,1953.557,549.667,33604,48.366,1075,385.482,28393,115.819,4136
"iattc",-132.5,-7.5,1969,910.132,0,19104,0,11816,0,729,0,6559
"wcpfc",-132.5,-7.5,1970,1343.869,1142.439,24043,780.179,14776,15.378,964,346.882,8303
"iattc",-132.5,-7.5,1971,930.671,0,9747,0,8334,0,32,0,1381
"iattc",-132.5,-7.5,1971,3.854,0.38,8,0.3,5,0,0,0.08,3
"wcpfc",-132.5,-7.5,1972,1659.617,360.552,21694,18.431,409,233.852,17418,108.269,3867
"wcpfc",-132.5,-7.5,1973,1585.065,1137.822,23005,962.348,17910,9.203,689,166.271,4406
"wcpfc",-132.5,-7.5,1974,3457,2036.887,41113,1848.796,35111,2.291,171,185.8,5831
"wcpfc",-132.5,-7.5,1975,3376.338,1515.083,37679,1202.347,28253,1.355,87,311.381,9339
"wcpfc",-132.5,-7.5,1976,2916.823,1300.973,35278,1087.313,28282,3.418,220,210.242,6776
"wcpfc",-132.5,-7.5,1977,5026.797,2262.017,69126,1775.744,50983,18.787,1307,467.486,16836
"wcpfc",-132.5,-7.5,1978,5144.64,3063.444,68977,2455.64,48187,54.789,3478,553.015,17312
"wcpfc",-132.5,-7.5,1979,4797.848,2297.071,70471,1654.458,44659,81.922,6163,560.691,19649
"wcpfc",-132.5,-7.5,1980,2579.811,1330.337,36282,888.746,21850,10.692,860,430.899,13572
"wcpfc",-132.5,-7.5,1981,3485.6,1287.576,38419,1076.355,28615,10.539,834,200.682,8970
"wcpfc",-132.5,-7.5,1982,2270.3,1256.612,30873,957.079,22609,4.342,294,295.191,7970
"wcpfc",-132.5,-7.5,1983,2273.5,2034.034,51381,1218.992,27727,17.844,1082,797.198,22572
"wcpfc",-132.5,-7.5,1984,4965,2697.824,65101,1934.936,42507,3.977,274,758.911,22320
"wcpfc",-132.5,-7.5,1985,2764.4,1998.78,43109,1605.243,32222,12.75,893,380.787,9994
"wcpfc",-132.5,-7.5,1986,6274,5180.418,97175,4188.768,73631,21.732,1502,969.918,22042
"wcpfc",-132.5,-7.5,1987,4132.4,3066.647,62103,2402.669,44058,43.83,3176,620.148,14869
"wcpfc",-132.5,-7.5,1988,12654.4,6409.259,120951,5347.854,90133,110.074,6917,951.331,23901
"wcpfc",-132.5,-7.5,1989,9934.7,5126.739,91082,4258.042,65404,48.885,3207,819.812,22471
"wcpfc",-132.5,-7.5,1990,6381.8,3107.534,83687,2234.975,53811,19.553,1230,853.006,28646
"wcpfc",-132.5,-7.5,1991,6377.6,2861.143,78124,1965.38,49209,28.459,1705,867.304,27210
"wcpfc",-132.5,-7.5,1992,8150,3052.2,84307,2472.695,62870,74.211,4938,505.294,16499
"wcpfc",-132.5,-7.5,1993,9040.4,3650.548,97762,2637.319,59830,120.706,6744,892.523,31188
"wcpfc",-132.5,-7.5,1994,8960.464,3805.408,107979,2374.13,54261,143.974,7860,1287.304,45858
"wcpfc",-132.5,-7.5,1995,5572.551,2092.276,68332,1270.412,36789,115.042,7295,706.822,24248
"wcpfc",-132.5,-7.5,1996,4974.344,1713.224,55234,1183.703,30915,64.139,3729,465.382,20590
"wcpfc",-132.5,-7.5,1997,2598.235,1286.22,39569,678.275,17537,52.162,2726,555.783,19306
"wcpfc",-132.5,-7.5,1998,4715.45,1820.011,65608,1064.886,30913,119.16,6937,635.965,27758
"wcpfc",-132.5,-7.5,1999,4277.192,1239.629,40543,789.948,20108,16.182,906,433.499,19529
"wcpfc",-132.5,-7.5,2000,4921.209,2509.882,80128,1421.416,32532,29.57,1697,1058.896,45899
"wcpfc",-132.5,-7.5,2001,9594.778,3292.593,104858,2151.754,51834,62.168,4210,1078.671,48814
"wcpfc",-132.5,-7.5,2002,3423.734,1373.522,37618,853.498,19821,72.247,4586,447.777,13211
"wcpfc",-132.5,-7.5,2003,9202.509,2030.263,66996,1520.107,45605,17.179,1204,492.977,20187
"wcpfc",-132.5,-7.5,2004,8566.024,2150.752,74136,1617.666,48537,129.73,9087,403.356,16512
"wcpfc",-132.5,-7.5,2005,7054.686,1666.565,48246,1338.435,32184,82.461,6393,245.669,9669
"wcpfc",-132.5,-7.5,2006,3575.971,1283.969,38772,1121.68,31296,33.97,2483,128.319,4993
"wcpfc",-132.5,-7.5,2007,5020.542,1227.315,36902,1160,33921,8.174,542,59.141,2439
"wcpfc",-132.5,-7.5,2008,1765.307,570.57,14776,489.522,11764,6.904,563,74.144,2449
"wcpfc",-132.5,-7.5,2009,2047.22,1053.621,27868,722.742,13957,57.3,3336,273.579,10575
"wcpfc",-132.5,-7.5,2010,2671.861,1229.647,24016,967.555,14983,53.36,3495,208.732,5538
"wcpfc",-132.5,-7.5,2011,8329.649,1879.34,53718,1279.917,29656,176.774,9306,422.649,14756
"wcpfc",-132.5,-7.5,2012,4687.762,1200.853,32740,840.714,17892,88.419,5769,271.72,9079
"wcpfc",-132.5,-7.5,2013,6237.016,1353.462,39250,989.765,22868,129.219,8736,234.478,7646
"wcpfc",-132.5,-7.5,2014,1272.055,522.291,11502,380.423,6656,27.462,1887,114.406,2959
"wcpfc",-132.5,-7.5,2015,2879.032,541.053,21727,215.75,5544,212.569,12085,112.734,4098
"wcpfc",-132.5,-7.5,2016,2149.373,616.295,13649,472.603,8882,17.026,1038,126.666,3729
"wcpfc",-132.5,-7.5,2017,3836.502,704.48,18825,551.689,12492,51.022,2914,101.769,3419
"wcpfc",-132.5,-7.5,2018,1593.49,408.095,8086,292.769,5191,9.661,496,105.665,2399
"wcpfc",-132.5,-7.5,2019,2091.471,604.452,15213,390.745,7973,21.593,1128,192.114,6112
"wcpfc",-132.5,-7.5,2020,2875.296,629.294,15920,461.186,9496,23.278,1344,144.83,5080
"iattc",-132.5,-7.5,2021,879.146,356.95,9318,260.24,5901,17.59,1010,79.12,2407
"iattc",-132.5,-7.5,2022,3555.095,913.4,16300,671.56,10024,26.7,1577,215.14,4699
"wcpfc",-132.5,-7.5,2023,2940.283,1020.058,30701,783.434,17194,3.678,2983,232.946,10524
"wcpfc",-132.5,-7.5,2024,6682.906,2638.555,135387,1223.511,51549,273.115,16436,1141.929,67402
"iattc",-127.5,-7.5,1956,16.097,0,861,0,455,0,0,0,406
"iattc",-127.5,-7.5,1957,555.637,0,29329,0,18210,0,448,0,10671
"iattc",-127.5,-7.5,1958,563.696,0,28180,0,17236,0,3478,0,7466
"iattc",-127.5,-7.5,1959,406.678,0,19770,0,14890,0,1129,0,3751
"iattc",-127.5,-7.5,1960,229.482,0,13650,0,7850,0,2778,0,3022
"iattc",-127.5,-7.5,1961,690.382,0,34832,0,19309,0,3389,0,12134
"iattc",-127.5,-7.5,1962,878.651,0,34445,0,24289,0,5532,0,4624
"iattc",-127.5,-7.5,1963,1856.694,0,47041,0,31269,0,1141,0,14631
"iattc",-127.5,-7.5,1964,1363.766,0,30513,0,19968,0,3895,0,6650
"iattc",-127.5,-7.5,1965,1301.633,0,27750,0,15621,0,4667,0,7462
"iattc",-127.5,-7.5,1966,1070.869,0,24265,0,13887,0,4812,0,5566
"iattc",-127.5,-7.5,1967,653.623,0,13428,0,8388,0,430,0,4610
"iattc",-127.5,-7.5,1968,574.696,0,9688,0,6366,0,150,0,3172
"iattc",-127.5,-7.5,1969,1875.076,0,37505,0,23986,0,1135,0,12384
"iattc",-127.5,-7.5,1970,1375.37,0,21125,0,12751,0,929,0,7445
"iattc",-127.5,-7.5,1971,1122.905,0,12150,0,9359,0,169,0,2622
"iattc",-127.5,-7.5,1972,1533.918,0,19766,0,13097,0,764,0,5905
"iattc",-127.5,-7.5,1973,2742.17,0,37594,0,28798,0,667,0,8129
"iattc",-127.5,-7.5,1974,1522.232,0,15356,0,13336,0,26,0,1994
"iattc",-127.5,-7.5,1975,2072.758,0,19297,0,15386,0,85,0,3826
"iattc",-127.5,-7.5,1975,2.514,0,7,0,4,0,0,0,3
"iattc",-127.5,-7.5,1976,2611.962,0,30687,0,23833,0,61,0,6793
"iattc",-127.5,-7.5,1976,5.85,0,118,0,107,0,0,0,11
"iattc",-127.5,-7.5,1977,5436.646,0,70807,0,54205,0,1657,0,14945
"iattc",-127.5,-7.5,1977,33.22,0,272,0,233,0,0,0,39
"iattc",-127.5,-7.5,1978,4863.819,0,55656,0,42663,0,2196,0,10797
"iattc",-127.5,-7.5,1979,4164.162,0,47918,0,34336,0,2160,0,11422
"iattc",-127.5,-7.5,1979,2.41,0,13,0,8,0,2,0,3
"iattc",-127.5,-7.5,1980,3720.271,0,46708,0,30582,0,745,0,15381
"iattc",-127.5,-7.5,1980,38.198,0,236,0,147,0,7,0,82
"iattc",-127.5,-7.5,1981,4642.353,0,45800,0,34541,0,1152,0,10107
"iattc",-127.5,-7.5,1981,77,0,399,0,243,0,22,0,134
"iattc",-127.5,-7.5,1981,155.036,98.55,2125,82.38,1594,0.33,19,15.84,512
"iattc",-127.5,-7.5,1982,2685.827,0,31389,0,24622,0,282,0,6485
"iattc",-127.5,-7.5,1982,28.89,0,280,0,181,0,1,0,98
"iattc",-127.5,-7.5,1983,1318.342,0,23416,0,14700,0,782,0,7934
"iattc",-127.5,-7.5,1983,102.806,0,2195,0,1116,0,0,0,1079
"iattc",-127.5,-7.5,1984,5181.06,0,60253,0,39936,0,605,0,19712
"iattc",-127.5,-7.5,1984,50.59,0,748,0,396,0,2,0,350
"iattc",-127.5,-7.5,1985,2797.358,0,35822,0,26229,0,895,0,8698
"iattc",-127.5,-7.5,1985,24.42,0,334,0,251,0,1,0,82
"iattc",-127.5,-7.5,1986,5458.685,0,76515,0,59448,0,1872,0,15195
"iattc",-127.5,-7.5,1986,446.034,0,4100,0,2978,0,57,0,1065
"iattc",-127.5,-7.5,1987,6632.181,0,83043,0,62199,0,1301,0,19543
"iattc",-127.5,-7.5,1987,466.452,152.51,3748,121.87,2844,1.72,103,28.92,801
"iattc",-127.5,-7.5,1988,12520.381,0,108282,0,83486,0,5826,0,18970
"iattc",-127.5,-7.5,1988,64.613,15.71,375,11.68,238,0.13,9,3.9,128
"iattc",-127.5,-7.5,1989,7574.231,0,56697,0,41089,0,1477,0,14131
"iattc",-127.5,-7.5,1989,22.68,3.99,101,2.84,55,0.03,2,1.12,44
"iattc",-127.5,-7.5,1989,362.405,63.16,1347,49.56,721,1.02,51,12.58,575
"iattc",-127.5,-7.5,1990,7498.494,0,86372,0,53171,0,639,0,32562
"iattc",-127.5,-7.5,1990,244.649,72.96,2162,52.42,1384,1.06,69,19.48,709
"iattc",-127.5,-7.5,1991,11783.04,0,124257,0,82577,0,2709,0,38971
"iattc",-127.5,-7.5,1991,1175.545,311.29,7328,234.62,5054,2.96,194,73.71,2080
"iattc",-127.5,-7.5,1992,9270.328,0,81515,0,57812,0,3147,0,20556
