"rfmo","flag","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"wcpfc","JPN",152.5,-42.5,2011,1410.912,131.143,18284,1.592,24,128.636,18243,0.915,17
"wcpfc","JPN",152.5,-42.5,2012,1713.132,146.188,17891,8.467,119,136.098,17743,1.623,29
"wcpfc","JPN",152.5,-42.5,2015,2542.298,154.187,21939,0.844,12,153.176,21924,0.167,3
"wcpfc","JPN",152.5,-42.5,2016,1694.501,140.229,20351,1.198,17,138.855,20331,0.176,3
"wcpfc","JPN",152.5,-42.5,2017,2421.327,264.251,30821,10.114,161,252.618,30635,1.519,25
"wcpfc","JPN",152.5,-42.5,2019,2188.79,73.477,9904,0.035,1,73.442,9903,0,0
"wcpfc","JPN",157.5,-42.5,1998,1377.006,433.103,25291,4.564,140,427.16,25102,1.379,49
"wcpfc","JPN",157.5,-42.5,1999,3173.547,366.104,20326,3.141,96,362.859,20226,0.104,4
"wcpfc","JPN",157.5,-42.5,2001,1412.343,301.271,17184,0.27,10,301.001,17174,0,0
"wcpfc","JPN",157.5,-42.5,2013,2462.706,172.674,24298,0.956,15,171.718,24283,0,0
"wcpfc","JPN",157.5,-42.5,2014,1682.623,238.7,32442,3.139,46,234.546,32377,1.015,19
"wcpfc","JPN",157.5,-42.5,2016,2199.15,184.335,26780,2.054,29,181.755,26742,0.526,9
"wcpfc","JPN",157.5,-42.5,2017,2443.997,199.216,22122,20.47,322,177.833,21785,0.913,15
"wcpfc","JPN",157.5,-42.5,2018,3982.313,164.935,18830,1.524,17,163.265,18811,0.146,2
"wcpfc","JPN",157.5,-42.5,2019,1750.362,79.582,10578,0.096,2,79.344,10574,0.142,2
"wcpfc","JPN",157.5,-42.5,2020,1900.423,161.269,21609,0.253,3,161.016,21606,0,0
"wcpfc","JPN",157.5,-42.5,2021,2137.072,128.45,15207,1.025,17,127.25,15187,0.175,3
"wcpfc","JPN",157.5,-42.5,2022,1490.345,161.957,18727,0,0,161.957,18727,0,0
"wcpfc","JPN",157.5,-42.5,2023,1768.24,171.942,16378,20.913,493,150.923,15883,0.106,2
"wcpfc","JPN",157.5,-42.5,2024,1251.829,145.899,12914,0.31,3,145.589,12911,0,0
"wcpfc","NZL",167.5,-42.5,1992,2106.598,5.27,362,0,0,5.27,362,0,0
"wcpfc","NZL",167.5,-42.5,2003,1205.304,13.967,1181,0,0,13.967,1181,0,0
"wcpfc","NZL",167.5,-42.5,2004,2054.424,16.605,1586,0,0,16.605,1586,0,0
"wcpfc","NZL",167.5,-42.5,2014,1269.324,18.986,1938,0,0,18.986,1938,0,0
"wcpfc","NZL",167.5,-42.5,2015,1417.931,23.02,2798,0,0,23.02,2798,0,0
"wcpfc","JPN",177.5,-42.5,1969,3396.637,149.72,10404,0.496,11,149.224,10393,0,0
"wcpfc","JPN",177.5,-42.5,1970,1489.741,43.711,3404,1.6,34,41.93,3364,0.181,6
"wcpfc","JPN",177.5,-42.5,1971,3748.221,125.419,7669,18.298,412,103.737,7143,3.384,114
"wcpfc","JPN",177.5,-42.5,1972,3459.437,136.566,8215,23.983,551,112.07,7648,0.513,16
"wcpfc","KOR",177.5,-42.5,1974,3880.304,404.957,34597,44.33,985,252.947,29766,107.68,3846
"wcpfc","JPN",177.5,-42.5,1976,3594.6,39.76,2541,0.461,12,39.299,2529,0,0
"wcpfc","JPN",177.5,-42.5,1980,2656.437,9.719,803,0.081,2,9.473,795,0.165,6
"wcpfc","JPN",177.5,-42.5,1981,4447.1,121.597,9531,1.768,47,119.829,9484,0,0
"wcpfc","JPN",177.5,-42.5,1982,3521.2,84,5681,0.205,6,83.795,5675,0,0
"wcpfc","JPN",177.5,-42.5,1983,2408.6,42.208,2542,0.533,15,41.675,2527,0,0
"wcpfc","JPN",177.5,-42.5,1984,2020.3,31.692,2134,1.172,31,30.52,2103,0,0
"wcpfc","NZL",177.5,-42.5,2002,1379.688,545.03,56683,6.203,143,538.494,56531,0.333,9
"wcpfc","NZL",177.5,-42.5,2003,2471.509,828.054,90005,10.164,195,816.36,89773,1.53,37
"wcpfc","NZL",177.5,-42.5,2004,1386.002,267.673,31074,4.115,110,263.365,30958,0.193,6
"iccat","ARG",-59.5,-39.5,1977,0,207,0,84,0,80,0,43,0
"iccat","JPN",-54.5,-39.5,1970,44212,0,2857,0,411,0,2446,0,0
"iccat","JPN",-54.5,-39.5,1978,6825,0,23,0,0,0,23,0,0
"iccat","JPN",-54.5,-39.5,1980,69110,0,192,0,0,0,192,0,0
"iccat","JPN",-54.5,-39.5,1981,943125,0,750,0,502,0,248,0,0
"iccat","JPN",-54.5,-39.5,1982,594703,0,504,0,33,0,471,0,0
"iccat","JPN",-54.5,-39.5,1985,39285,0,24,0,0,0,24,0,0
"iccat","JPN",-54.5,-39.5,1986,457264,0,271,0,18,0,253,0,0
"iccat","JPN",-54.5,-39.5,1993,65570,0,49,0,44,0,5,0,0
"iccat","URY",-54.5,-39.5,2011,12370,0.6328,0,0.6328,0,0,0,0,0
"iccat","JPN",-54.5,-39.5,2013,5193,0,19,0,0,0,19,0,0
"iccat","PRT",-54.5,-39.5,2013,0,0.059,0,0,0,0,0,0.059,0
"iccat","PRT",-54.5,-39.5,2014,0,0.478,0,0,0,0,0,0.478,0
"iccat","BRA",-54.5,-39.5,2024,60829,0,22,0,1,0,17,0,4
"iccat","JPN",-49.5,-39.5,1965,26640,0,1576,0,1349,0,224,0,3
"iccat","JPN",-49.5,-39.5,1969,26922,0,464,0,5,0,459,0,0
"iccat","JPN",-49.5,-39.5,1970,249310,0,14122,0,609,0,13503,0,10
"iccat","TAI",-49.5,-39.5,1970,28342,23,1340,0.8,16,22.2,1324,0,0
"iccat","JPN",-49.5,-39.5,1971,7619,0,44,0,11,0,33,0,0
"iccat","JPN",-49.5,-39.5,1972,3026,0,2,0,0,0,2,0,0
"iccat","JPN",-49.5,-39.5,1978,8589,0,53,0,1,0,52,0,0
"iccat","TAI",-49.5,-39.5,1978,89266,29.1,2051,1.3,34,27.8,2017,0,0
"iccat","JPN",-49.5,-39.5,1980,379905,0,4634,0,1051,0,3576,0,7
"iccat","TAI",-49.5,-39.5,1980,90800,15.9,925,2.9,82,12.7,835,0.3,8
"iccat","JPN",-49.5,-39.5,1981,558631,0,3208,0,979,0,2192,0,37
"iccat","JPN",-49.5,-39.5,1982,439446,0,3140,0,833,0,2275,0,32
"iccat","TAI",-49.5,-39.5,1982,17544,1.7,165,0,0,1.7,165,0,0
"iccat","JPN",-49.5,-39.5,1983,45739,0,143,0,60,0,83,0,0
"iccat","URY",-49.5,-39.5,1983,7840,0.39324,8,0.39324,8,0,0,0,0
"iccat","URY",-49.5,-39.5,1984,3920,0.30171,4,0.30171,4,0,0,0,0
"iccat","JPN",-49.5,-39.5,1985,53346,0,1140,0,106,0,1026,0,8
"iccat","URY",-49.5,-39.5,1985,23760,0.94242,15,0.94242,15,0,0,0,0
"iccat","BRA",-49.5,-39.5,1986,4560,0.2,0,0.1,0,0.1,0,0,0
"iccat","JPN",-49.5,-39.5,1986,163337,0,1841,0,172,0,1641,0,28
"iccat","JPN",-49.5,-39.5,1987,5172,0,61,0,1,0,60,0,0
"iccat","TAI",-49.5,-39.5,1987,78826,23.5,2229,0.2,4,23.3,2225,0,0
"iccat","TAI",-49.5,-39.5,1990,391880,79.5,8679,2.5,66,77,8613,0,0
"iccat","BRA",-49.5,-39.5,1993,10210,3.694,0,0.1,0,3.594,0,0,0
"iccat","JPN",-49.5,-39.5,1993,13114,0,116,0,29,0,87,0,0
"iccat","JPN",-49.5,-39.5,1994,12314,0,120,0,0,0,113,0,7
"iccat","JPN",-49.5,-39.5,1995,4620,0,26,0,5,0,21,0,0
"iccat","TAI",-49.5,-39.5,1999,36739,7.448,0,0,0,6.821,0,0.627,0
"iccat","JPN",-49.5,-39.5,2000,5050,0,71,0,4,0,67,0,0
"iccat","TAI",-49.5,-39.5,2000,43073,15.685,0,0.928,0,14.757,0,0,0
"iccat","TAI",-49.5,-39.5,2001,72745,14.058,0,0.275,0,13.667,0,0.116,0
"iccat","TAI",-49.5,-39.5,2002,75504,22.514,0,0.222,0,22.213,0,0.079,0
"iccat","PRT",-49.5,-39.5,2003,0,0.08,0,0.08,0,0,0,0,0
"iccat","TAI",-49.5,-39.5,2003,122007,24.119,0,1.335,0,21.385,0,1.399,0
"iccat","TAI",-49.5,-39.5,2005,105716,57.254,0,0.055,0,56.609,0,0.59,0
"iccat","TAI",-49.5,-39.5,2006,159340,61.766,0,0.197,0,61.099,0,0.47,0
"iccat","PRT",-49.5,-39.5,2008,0,2.236,0,0.675,0,0.09,0,1.471,0
"iccat","JPN",-49.5,-39.5,2010,44490,0,1375,0,3,0,1370,0,2
"iccat","URY",-49.5,-39.5,2011,133000,4.89159,0,1.16229,0,3.7293,0,0,0
"iccat","PRT",-49.5,-39.5,2012,0,1.252,0,0,0,0,0,1.252,0
"iccat","URY",-49.5,-39.5,2012,43764,0.52658,0,0,0,0.52658,0,0,0
"iccat","PRT",-49.5,-39.5,2013,0,0.588,0,0,0,0.52,0,0.068,0
"iccat","PRT",-49.5,-39.5,2014,0,0.781,0,0,0,0,0,0.781,0
"iccat","PRT",-49.5,-39.5,2015,0,1.104,0,0,0,0.333,0,0.771,0
"iccat","TAI",-49.5,-39.5,2015,6720,2.4,0,0,0,2.4,0,0,0
"iccat","PRT",-49.5,-39.5,2016,0,0.60624,0,0,0,0.1911,0,0.41514,0
"iccat","TAI",-49.5,-39.5,2016,54000,66.455,0,0,0,66.455,0,0,0
"iccat","PRT",-49.5,-39.5,2017,0,0.56103,0,0,0,0.56103,0,0,0
"iccat","TAI",-49.5,-39.5,2017,3800,3.055,0,0,0,3.055,0,0,0
"iccat","BRA",-49.5,-39.5,2018,2000,0,4,0,0,0,4,0,0
"iccat","PRT",-49.5,-39.5,2018,0,0.072149997,0,0,0,0,0,0.072149997,0
"iccat","TAI",-49.5,-39.5,2018,755110,794.566,0,1.119,0,777.03,0,16.417,0
"iccat","BRA",-49.5,-39.5,2019,2300,0,12,0,0,0,0,0,12
"iccat","PRT",-49.5,-39.5,2019,0,0.0994,0,0,0,0.0994,0,0,0
"iccat","TAI",-49.5,-39.5,2019,2800,0.8,0,0,0,0.8,0,0,0
"iccat","TAI",-49.5,-39.5,2020,55620,51.08,0,0,0,51.08,0,0,0
"iccat","TAI",-49.5,-39.5,2021,112640,120.29,0,0,0,120.29,0,0,0
"iccat","TAI",-49.5,-39.5,2022,109280,61.878,0,0,0,61.878,0,0,0
"iccat","PRT",-49.5,-39.5,2023,0,0.028033334,0,0,0,0.028033334,0,0,0
"iccat","TAI",-49.5,-39.5,2023,233020,241.075,0,0,0,241.075,0,0,0
"iccat","BRA",-49.5,-39.5,2024,85994,0,35,0,1,0,34,0,0
"iccat","TAI",-49.5,-39.5,2024,512900,471.568,0,0,0,471.568,0,0,0
"iccat","JPN",-44.5,-39.5,1965,6720,0,312,0,171,0,141,0,0
"iccat","TAI",-44.5,-39.5,1968,36496,11.6,420,0.3,7,3,196,8.3,217
"iccat","JPN",-44.5,-39.5,1969,41210,0,718,0,7,0,711,0,0
"iccat","TAI",-44.5,-39.5,1969,157714,85.2,1782,16.1,352,0,0,69.1,1430
"iccat","JPN",-44.5,-39.5,1970,367401,0,32960,0,780,0,32180,0,0
"iccat","JPN",-44.5,-39.5,1972,272629,0,18380,0,291,0,18079,0,10
"iccat","TAI",-44.5,-39.5,1973,154714,64.3,3846,11.5,306,52.8,3540,0,0
"iccat","TAI",-44.5,-39.5,1977,9058,5.1,336,0.3,9,4.8,327,0,0
"iccat","JPN",-44.5,-39.5,1978,14690,0,54,0,2,0,52,0,0
"iccat","TAI",-44.5,-39.5,1978,412968,177.8,12649,5.2,146,172.6,12503,0,0
"iccat","JPN",-44.5,-39.5,1979,2678,0,3,0,0,0,3,0,0
"iccat","TAI",-44.5,-39.5,1979,214200,38.9,2752,0.7,24,38.2,2728,0,0
"iccat","JPN",-44.5,-39.5,1980,60455,0,623,0,217,0,405,0,1
"iccat","TAI",-44.5,-39.5,1980,1467800,420.3,26756,29.9,842,389.2,25873,1.2,41
"iccat","JPN",-44.5,-39.5,1981,925085,0,3577,0,450,0,3124,0,3
"iccat","JPN",-44.5,-39.5,1982,1385198,0,19965,0,1232,0,18731,0,2
"iccat","TAI",-44.5,-39.5,1982,669156,238.4,22073,6.6,137,231.8,21936,0,0
"iccat","JPN",-44.5,-39.5,1983,289774,0,1563,0,205,0,1358,0,0
"iccat","URY",-44.5,-39.5,1983,8880,0.35143,4,0.35143,4,0,0,0,0
"iccat","JPN",-44.5,-39.5,1984,12353,0,225,0,24,0,201,0,0
"iccat","TAI",-44.5,-39.5,1984,103384,41.1,3397,1.3,28,39.8,3369,0,0
"iccat","URY",-44.5,-39.5,1984,141120,12.44695,201,12.44695,201,0,0,0,0
"iccat","BRA",-44.5,-39.5,1985,22410,13.4,0,7.1,0,6.3,0,0,0
"iccat","JPN",-44.5,-39.5,1985,73872,0,1637,0,195,0,1442,0,0
"iccat","TAI",-44.5,-39.5,1985,31236,7.8,607,0,0,7.8,607,0,0
"iccat","URY",-44.5,-39.5,1985,150328,5.85905,110,5.85905,110,0,0,0,0
"iccat","BRA",-44.5,-39.5,1986,4500,0.6,0,0.1,0,0.5,0,0,0
"iccat","JPN",-44.5,-39.5,1986,109682,0,2192,0,44,0,2147,0,1
"iccat","TAI",-44.5,-39.5,1986,795136,253.5,20378,1.7,30,251.8,20348,0,0
"iccat","BRA",-44.5,-39.5,1987,6900,1.1,0,0.3,0,0.7,0,0.1,0
"iccat","JPN",-44.5,-39.5,1987,13090,0,94,0,8,0,85,0,1
"iccat","TAI",-44.5,-39.5,1987,1968568,557.6,43741,39.3,963,518.3,42778,0,0
"iccat","TAI",-44.5,-39.5,1988,2125280,284.9,19997,15.3,393,269.4,19598,0.2,6
"iccat","TAI",-44.5,-39.5,1989,556100,95.3,7395,14.9,318,78.2,7032,2.2,45
"iccat","TAI",-44.5,-39.5,1990,189184,44.3,3414,0,0,44.3,3414,0,0
"iccat","TAI",-44.5,-39.5,1991,3374340,460.4,26325,15,414,429.5,25267,15.9,644
"iccat","BRA",-44.5,-39.5,1992,108392,59.151,0,2.521,0,56.37,0,0.26,0
"iccat","TAI",-44.5,-39.5,1992,2503734,428.6,37349,22,443,404.2,36813,2.4,93
"iccat","BRA",-44.5,-39.5,1993,351952,166.118,0,1.849,0,164.269,0,0,0
"iccat","TAI",-44.5,-39.5,1993,739426,130.6,12516,4.5,81,126.1,12435,0,0
"iccat","JPN",-44.5,-39.5,1994,53731,0,1225,0,53,0,1171,0,1
"iccat","TAI",-44.5,-39.5,1994,538924,140.6,12501,0,0,140.3,12487,0.3,14
"iccat","TAI",-44.5,-39.5,1995,8349,5.464,0,0.126,0,5.338,0,0,0
"iccat","TAI",-44.5,-39.5,1996,25883,16.246,0,0.131,0,16.115,0,0,0
"iccat","TAI",-44.5,-39.5,1997,79519,58.175,0,0.077,0,58.098,0,0,0
"iccat","TAI",-44.5,-39.5,1998,17032,12.343,0,0,0,12.343,0,0,0
"iccat","TAI",-44.5,-39.5,1999,433136,176.206,0,0.295,0,175.729,0,0.182,0
"iccat","BRA",-44.5,-39.5,2000,8000,9.3147,0,0.2147,0,9.1,0,0,0
"iccat","TAI",-44.5,-39.5,2000,244379,90.575,0,1.085,0,89.097,0,0.393,0
"iccat","BRA",-44.5,-39.5,2001,90904,21.98528,0,0.05085,0,21.88471,0,0.04972,0
"iccat","JPN",-44.5,-39.5,2001,5562,0,1,0,0,0,0,0,1
"iccat","TAI",-44.5,-39.5,2001,845177,186.4,0,2.686,0,177.041,0,6.673,0
"iccat","TAI",-44.5,-39.5,2002,270885,48.045,0,0.659,0,47.246,0,0.14,0
"iccat","TAI",-44.5,-39.5,2003,1154789,320.128,0,3.205,0,285.445,0,31.478,0
"iccat","TAI",-44.5,-39.5,2004,396488,279.944,0,3.18,0,274.718,0,2.046,0
"iccat","TAI",-44.5,-39.5,2005,83824,36.457,0,0.058,0,35.977,0,0.422,0
"iccat","TAI",-44.5,-39.5,2006,331697,112.217,0,1.039,0,110.769,0,0.409,0
"iccat","TAI",-44.5,-39.5,2007,195020,151.973,0,0,0,151.973,0,0,0
"iccat","TAI",-44.5,-39.5,2008,3800,2.77,0,0,0,2.77,0,0,0
"iccat","TAI",-44.5,-39.5,2009,48204,44.729,0,0,0,44.729,0,0,0
"iccat","JPN",-44.5,-39.5,2010,80904,0,5729,0,9,0,5720,0,0
"iccat","TAI",-44.5,-39.5,2010,399340,266.771,0,0.162,0,266.609,0,0,0
"iccat","URY",-44.5,-39.5,2010,0,2.258,0,0.4,0,1.06,0,0.798,0
"iccat","TAI",-44.5,-39.5,2011,230200,132.238,0,0.081,0,131.838,0,0.319,0
"iccat","URY",-44.5,-39.5,2011,10300,0.26323,0,0,0,0.26323,0,0,0
"iccat","PRT",-44.5,-39.5,2012,0,0.325,0,0,0,0,0,0.325,0
"iccat","TAI",-44.5,-39.5,2012,11000,2.356,0,0.043,0,2.313,0,0,0
"iccat","URY",-44.5,-39.5,2012,55830,0.41575,0,0.1276,0,0.28815,0,0,0
"iccat","JPN",-44.5,-39.5,2013,29259,0,264,0,0,0,264,0,0
"iccat","BRA",-44.5,-39.5,2015,3350,0,12,0,4,0,5,0,3
"iccat","TAI",-44.5,-39.5,2015,24640,9.523,0,0,0,9.523,0,0,0
"iccat","PRT",-44.5,-39.5,2016,0,1.78747,0,0.55067,0,0.80868,0,0.42812,0
"iccat","TAI",-44.5,-39.5,2016,20200,14.225,0,0,0,14.225,0,0,0
"iccat","BRA",-44.5,-39.5,2017,2400,0,2,0,0,0,2,0,0
"iccat","PRT",-44.5,-39.5,2017,0,0.195,0,0.195,0,0,0,0,0
"iccat","TAI",-44.5,-39.5,2017,7600,13.316,0,0,0,13.316,0,0,0
"iccat","TAI",-44.5,-39.5,2018,31520,35.44,0,0.17,0,34.325,0,0.945,0
"iccat","TAI",-44.5,-39.5,2019,14200,6.817,0,0,0,6.817,0,0,0
"iccat","TAI",-44.5,-39.5,2020,72080,86.5,0,0,0,86.5,0,0,0
"iccat","PRT",-44.5,-39.5,2021,0,0.211974518,0,0.2106,0,0.001374518,0,0,0
"iccat","TAI",-44.5,-39.5,2022,10500,5.676,0,0,0,5.676,0,0,0
"iccat","PRT",-44.5,-39.5,2023,0,1.371682098,0,0.865799968,0,0.069082146,0,0.436799984,0
"iccat","TAI",-44.5,-39.5,2023,70800,83.573,0,0,0,83.573,0,0,0
"iccat","BRA",-44.5,-39.5,2024,69879,0,365,0,2,0,363,0,0
"iccat","PRT",-44.5,-39.5,2024,0,1.308053085,0,1.308053085,0,0,0,0,0
"iccat","TAI",-44.5,-39.5,2024,100500,88.931,0,0,0,88.931,0,0,0
"iccat","TAI",-39.5,-39.5,1968,26068,1.3,29,1.3,29,0,0,0,0
"iccat","JPN",-39.5,-39.5,1969,3975,0,8,0,0,0,8,0,0
"iccat","TAI",-39.5,-39.5,1969,238606,127.7,3350,27.6,603,16.7,1023,83.4,1724
"iccat","JPN",-39.5,-39.5,1970,4782,0,239,0,16,0,223,0,0
"iccat","JPN",-39.5,-39.5,1971,5710,0,298,0,11,0,287,0,0
"iccat","TAI",-39.5,-39.5,1971,145320,82.7,5103,4.1,79,78.6,5024,0,0
"iccat","JPN",-39.5,-39.5,1972,159844,0,8801,0,214,0,8587,0,0
"iccat","TAI",-39.5,-39.5,1972,17442,2.2,145,0,0,2.2,145,0,0
"iccat","JPN",-39.5,-39.5,1973,9124,0,454,0,0,0,454,0,0
"iccat","TAI",-39.5,-39.5,1973,303200,104.9,6840,4.7,124,100.2,6716,0,0
"iccat","TAI",-39.5,-39.5,1974,493216,126,7637,10.5,295,115.5,7342,0,0
"iccat","TAI",-39.5,-39.5,1975,15498,9.5,617,0.5,13,9,604,0,0
"iccat","TAI",-39.5,-39.5,1976,4552,1.8,131,0.1,3,1.7,128,0,0
"iccat","TAI",-39.5,-39.5,1977,472196,110,6989,10.4,283,98.4,6673,1.2,33
"iccat","KOR",-39.5,-39.5,1978,25584,11.9,0,1.2,0,10.7,0,0,0
"iccat","TAI",-39.5,-39.5,1978,962534,261.9,18516,8.4,232,251.7,18234,1.8,50
"iccat","JPN",-39.5,-39.5,1979,48241,0,89,0,34,0,55,0,0
"iccat","TAI",-39.5,-39.5,1979,442000,80.1,5423,7.7,252,72.4,5171,0,0
"iccat","JPN",-39.5,-39.5,1980,896226,0,3682,0,539,0,3139,0,4
"iccat","TAI",-39.5,-39.5,1980,1045600,290.7,17978,35.2,993,255.4,16981,0.1,4
"iccat","JPN",-39.5,-39.5,1981,922458,0,3639,0,386,0,3252,0,1
"iccat","TAI",-39.5,-39.5,1981,11656,1.5,110,0.2,3,1.3,107,0,0
"iccat","JPN",-39.5,-39.5,1982,597841,0,7641,0,1205,0,6435,0,1
"iccat","TAI",-39.5,-39.5,1982,646518,160.3,14271,6.9,135,153.3,14135,0.1,1
"iccat","JPN",-39.5,-39.5,1983,68730,0,1030,0,104,0,926,0,0
"iccat","TAI",-39.5,-39.5,1983,126178,22.8,1575,3.5,87,19.3,1488,0,0
"iccat","JPN",-39.5,-39.5,1984,17108,0,73,0,0,0,73,0,0
"iccat","TAI",-39.5,-39.5,1984,54718,16.3,1345,0.3,7,16,1338,0,0
"iccat","JPN",-39.5,-39.5,1985,17213,0,501,0,45,0,456,0,0
"iccat","TAI",-39.5,-39.5,1985,60732,19.1,1698,1,20,18.1,1678,0,0
"iccat","URY",-39.5,-39.5,1985,25080,0.2486,5,0.2486,5,0,0,0,0
"iccat","JPN",-39.5,-39.5,1986,60214,0,944,0,10,0,934,0,0
"iccat","TAI",-39.5,-39.5,1986,794762,211.6,19077,0.4,6,211.2,19071,0,0
"iccat","URY",-39.5,-39.5,1986,5400,0.02825,1,0.02825,1,0,0,0,0
"iccat","TAI",-39.5,-39.5,1987,538696,159.6,12320,7.8,198,151.8,12122,0,0
"iccat","TAI",-39.5,-39.5,1988,1577014,207.3,12808,11.2,289,196.1,12519,0,0
"iccat","TAI",-39.5,-39.5,1989,786110,118.7,9558,5.7,151,113,9407,0,0
"iccat","TAI",-39.5,-39.5,1990,1568772,361.5,31901,0.3,7,361.2,31894,0,0
"iccat","JPN",-39.5,-39.5,1991,3723,0,2,0,0,0,2,0,0
"iccat","TAI",-39.5,-39.5,1991,3374340,460.4,26325,15,414,429.5,25267,15.9,644
"iccat","BRA",-39.5,-39.5,1992,243669,113.841,0,2.609,0,111.056,0,0.176,0
"iccat","TAI",-39.5,-39.5,1992,3223010,599.1,49524,8.7,225,574.4,48654,16,645
"iccat","BRA",-39.5,-39.5,1993,257072,106.128,0,1.905,0,104.223,0,0,0
"iccat","TAI",-39.5,-39.5,1993,1563396,202.3,18986,3.8,91,197.9,18864,0.6,31
"iccat","JPN",-39.5,-39.5,1994,24053,0,516,0,8,0,508,0,0
"iccat","TAI",-39.5,-39.5,1994,2058504,570.3,44011,5.4,120,564.9,43891,0,0
"iccat","TAI",-39.5,-39.5,1995,133753,107.199,0,8.255,0,98.944,0,0,0
"iccat","TAI",-39.5,-39.5,1996,48536,35.64,0,0,0,35.64,0,0,0
"iccat","TAI",-39.5,-39.5,1997,141262,98.654,0,0.056,0,98.346,0,0.252,0
"iccat","TAI",-39.5,-39.5,1998,15328,14.421,0,0,0,14.182,0,0.239,0
"iccat","TAI",-39.5,-39.5,1999,417666,212.414,0,0,0,212.414,0,0,0
"iccat","BRA",-39.5,-39.5,2000,69200,42.601,0,0.23165,0,42.36935,0,0,0
"iccat","TAI",-39.5,-39.5,2000,1150392,605.035,0,2.452,0,601.751,0,0.832,0
"iccat","BRA",-39.5,-39.5,2001,130456,43.38861,0,8.10775,0,35.28086,0,0,0
"iccat","TAI",-39.5,-39.5,2001,878186,301.33,0,3.606,0,293.319,0,4.405,0
"iccat","TAI",-39.5,-39.5,2002,585011,176.455,0,2.286,0,172.504,0,1.665,0
"iccat","TAI",-39.5,-39.5,2003,2570700,659.551,0,2.188,0,657.363,0,0,0
"iccat","TAI",-39.5,-39.5,2004,100770,50.079,0,0.19,0,49.889,0,0,0
"iccat","TAI",-39.5,-39.5,2005,283769,117.248,0,0.045,0,117.203,0,0,0
"iccat","TAI",-39.5,-39.5,2006,377408,127.228,0,0.461,0,126.645,0,0.122,0
"iccat","TAI",-39.5,-39.5,2007,83314,61.458,0,0,0,61.458,0,0,0
"iccat","TAI",-39.5,-39.5,2008,131180,107.706,0,0,0,107.706,0,0,0
"iccat","TAI",-39.5,-39.5,2009,46620,46.225,0,0.034,0,46.191,0,0,0
"iccat","TAI",-39.5,-39.5,2010,177040,163.872,0,0,0,163.872,0,0,0
"iccat","TAI",-39.5,-39.5,2011,191300,112.913,0,0.221,0,112.692,0,0,0
"iccat","TAI",-39.5,-39.5,2012,24700,7.139,0,0,0,7.139,0,0,0
"iccat","JPN",-39.5,-39.5,2013,81207,0,257,0,0,0,257,0,0
"iccat","TAI",-39.5,-39.5,2014,14400,12.336,0,0.036,0,12.3,0,0,0
"iccat","BRA",-39.5,-39.5,2015,1000,0,14,0,3,0,5,0,6
"iccat","TAI",-39.5,-39.5,2015,61080,19.363,0,0.17,0,19.193,0,0,0
"iccat","PRT",-39.5,-39.5,2016,0,0.18514,0,0.18514,0,0,0,0,0
"iccat","BLZ",-39.5,-39.5,2018,2800,0.059,0,0.059,0,0,0,0,0
"iccat","BRA",-39.5,-39.5,2018,1413,0,38,0,22,0,3,0,13
"iccat","PRT",-39.5,-39.5,2018,0,0.219771921,0,0,0,0.011147108,0,0.208624813,0
"iccat","BRA",-39.5,-39.5,2020,2800,0,34,0,15,0,2,0,17
"iccat","TAI",-39.5,-39.5,2022,3900,1.847,0,0,0,1.847,0,0,0
"iccat","TAI",-39.5,-39.5,2023,36000,56.43,0,0,0,56.43,0,0,0
"iccat","BRA",-39.5,-39.5,2024,4800,0,2,0,0,0,2,0,0
"iccat","PRT",-39.5,-39.5,2024,0,0.06854934,0,0.06854934,0,0,0,0,0
"iccat","TAI",-39.5,-39.5,2024,50600,27.165,0,0,0,27.165,0,0,0
"iccat","JPN",-34.5,-39.5,1971,2928,0,163,0,2,0,161,0,0
"iccat","TAI",-34.5,-39.5,1971,56400,23.7,1432,1.9,37,21.8,1395,0,0
"iccat","JPN",-34.5,-39.5,1972,3100,0,166,0,16,0,150,0,0
"iccat","JPN",-34.5,-39.5,1973,43385,0,3690,0,0,0,3690,0,0
"iccat","TAI",-34.5,-39.5,1974,700424,225.9,13961,11.2,311,214.7,13650,0,0
"iccat","TAI",-34.5,-39.5,1975,51132,15.7,1040,0.2,4,15.5,1036,0,0
"iccat","TAI",-34.5,-39.5,1977,22092,8,537,0.1,2,7.9,535,0,0
"iccat","KOR",-34.5,-39.5,1978,8320,8.6,0,0.2,0,8.4,0,0,0
"iccat","TAI",-34.5,-39.5,1978,628024,180,12738,6.7,189,173.3,12549,0,0
"iccat","JPN",-34.5,-39.5,1979,20899,0,239,0,207,0,32,0,0
"iccat","TAI",-34.5,-39.5,1979,504000,99.1,6810,7,231,92.1,6579,0,0
"iccat","JPN",-34.5,-39.5,1980,323425,0,4073,0,1405,0,2668,0,0
"iccat","TAI",-34.5,-39.5,1980,148000,37.5,2264,5.8,162,31.6,2100,0.1,2
"iccat","JPN",-34.5,-39.5,1981,104528,0,1078,0,197,0,881,0,0
"iccat","TAI",-34.5,-39.5,1981,113854,20.1,1587,1.5,44,18.6,1543,0,0
"iccat","JPN",-34.5,-39.5,1982,351553,0,1547,0,395,0,1152,0,0
"iccat","TAI",-34.5,-39.5,1982,981896,206.4,16949,21.6,501,184.8,16448,0,0
