"rfmo","flag","lon","lat","year","effort_set","effort_day","catch_tot","catch_skj","catch_alb","catch_bet","catch_yft"
"iccat","BRA",-51.5,-33.5,2022,4,0,3,3,0,0,0
"iccat","BRA",-50.5,-33.5,2022,18,0,24.2,23,0,0,1.2
"iccat","BRA",-50.5,-33.5,2023,2,0,20,20,0,0,0
"iccat","BLZ",4.5,-33.5,1996,0,24,3.171,0,3.171,0,0
"iccat","ZAF",18.5,-33.5,1972,1,0,2.8,0,0,0,2.8
"iccat","ZAF",18.5,-33.5,1980,0,0,1,0,1,0,0
"iccat","ZAF",19.5,-33.5,1972,14,0,54.3,2.6,0,0,51.7
"iccat","ZAF",19.5,-33.5,1973,7,0,36.7,0,0,0,36.7
"iccat","ZAF",19.5,-33.5,1974,0,0,27.7,0,0,0,27.7
"iccat","ZAF",19.5,-33.5,1975,0,0,7,0,0,0,7
"iccat","ZAF",19.5,-33.5,1977,0,80,59,35,0,0,24
"iccat","ZAF",19.5,-33.5,1978,0,192,214,87,0,0,127
"iccat","ZAF",19.5,-33.5,1979,0,0,209,10,2,0,197
"iccat","ZAF",19.5,-33.5,1980,0,0,25,10,6,0,9
"iccat","ZAF",19.5,-33.5,1981,0,0,75,22,1,0,52
"wcpfc","USA",172.5,-33.5,2000,24.15,26.59,971.402,971.402,0,0,0
"iccat","BRA",-51.5,-32.5,2022,4,0,35,35,0,0,0
"iccat","BRA",-50.5,-32.5,2007,4,4,33,33,0,0,0
"iccat","BRA",-50.5,-32.5,2022,18,0,237.339,237.226,0,0,0.113
"iccat","BRA",-50.5,-32.5,2023,6,0,127,125,0,0,2
"iccat","BRA",-49.5,-32.5,2022,5,0,3,3,0,0,0
"iccat","BRA",-49.5,-32.5,2023,3,0,29,28,0,0,1
"iccat","BLZ",-2.5,-32.5,1995,0,18,1.017,0,1.017,0,0
"iccat","BLZ",-2.5,-32.5,1996,0,22,2.892,0,2.892,0,0
"iccat","BRA",-50.5,-31.5,2007,3,3,23.1,23.1,0,0,0
"iccat","BRA",-49.5,-31.5,2007,9,8,18.2,18.2,0,0,0
"iccat","BRA",-49.5,-31.5,2022,13,0,35.618,33.918,0,0,1.7
"iccat","BRA",-49.5,-31.5,2023,3,0,3,3,0,0,0
"iccat","BRA",-48.5,-31.5,2022,13,0,20,20,0,0,0
"iccat","BLZ",1.5,-31.5,1995,0,26,3.247,0,3.247,0,0
"iccat","BLZ",2.5,-31.5,1996,0,27,3.212,0,3.212,0,0
"iccat","BRA",-49.5,-30.5,2022,13,0,1.3,0,0,0,1.3
"iccat","BRA",-49.5,-30.5,2023,8,0,22,22,0,0,0
"iccat","BRA",-49.5,-30.5,2024,0,0,2.434,2.434,0,0,0
"iccat","BRA",-48.5,-30.5,2007,7,7,47.2,47.2,0,0,0
"iccat","BRA",-48.5,-30.5,2022,13,0,9.068,8,0,0,1.068
"iccat","BRA",-48.5,-30.5,2023,3,0,73.7,70,0,0,3.7
"iccat","BRA",-48.5,-30.5,2024,0,0,7.983,5.992,0,0,1.991
"iccat","BLZ",-4.5,-30.5,1996,0,28,3.578,0,3.578,0,0
"iccat","BLZ",3.5,-30.5,1995,0,19,3.012,0,3.012,0,0
"iccat","BRA",-48.5,-29.5,2023,4,0,33,33,0,0,0
"iccat","BRA",-47.5,-29.5,1984,0,6,43,0,0,0,43
"iccat","BRA",-47.5,-29.5,2023,5,0,31.6,28,0,0,3.6
"iccat","BRA",-47.5,-29.5,2024,0,0,13.194,12,0,0,1.194
"iccat","BRA",-46.5,-29.5,1984,0,2,1.5,1,0,0,0.5
"iccat","BLZ",-4.5,-29.5,1995,0,42,3.306,0,3.306,0,0
"iccat","BLZ",-1.5,-29.5,1995,0,23,2.896,0,2.896,0,0
"iccat","BLZ",-0.5,-29.5,1995,0,22,1.454,0,1.454,0,0
"iccat","BLZ",0.5,-29.5,1993,0,82,6.345,0,6.345,0,0
"iccat","BLZ",1.5,-29.5,1994,0,23,1.601,0,1.601,0,0
"iccat","BLZ",1.5,-29.5,1995,0,15,2.148,0,2.148,0,0
"iattc","ECU",-85.5,-28.5,2021,1,0,130,0,0,130,0
"iattc","ECU",-83.5,-28.5,2021,1,0,43,0,0,43,0
"iccat","BRA",-47.5,-28.5,2007,2,2,6,6,0,0,0
"iccat","BRA",-47.5,-28.5,2009,0,5,2,2,0,0,0
"iccat","BRA",-47.5,-28.5,2023,3,0,1,1,0,0,0
"iccat","BRA",-46.5,-28.5,1984,0,6,78,0,0,0,78
"iccat","BRA",-46.5,-28.5,2020,0,0,4.8792,3.5528,0,1.2424,0.084
"iccat","BRA",-46.5,-28.5,2022,7,0,6.676,6.451,0,0,0.225
"iccat","BRA",-46.5,-28.5,2024,0,0,3.447,2.327,0,0,1.12
"iccat","BLZ",-2.5,-28.5,1994,0,18,1.017,0,1.017,0,0
"iccat","BLZ",-2.5,-28.5,1995,0,40,5.53,0,5.53,0,0
"iccat","BLZ",2.5,-28.5,1994,0,18,1.156,0,1.156,0,0
"iccat","ZAF",14.5,-28.5,1982,0,0,98,13,81,4,0
"iccat","ZAF",14.5,-28.5,1983,0,0,9,2,6,1,0
"iccat","ZAF",14.5,-28.5,1984,0,0,68,0,68,0,0
"iccat","ZAF",15.5,-28.5,1986,0,0,10,0,10,0,0
"iattc","ECU",-83.5,-27.5,2021,1,0,80,0,0,80,0
"iccat","BRA",-46.5,-27.5,1983,0,5,21,21,0,0,0
"iccat","BRA",-46.5,-27.5,1984,0,8,140,17,0,0,123
"iccat","BRA",-46.5,-27.5,2020,0,0,12.198,8.882,0,3.106,0.21
"iccat","BRA",-46.5,-27.5,2024,0,0,0.432,0.183,0,0,0.249
"iccat","BRA",-39.5,-27.5,2020,0,0,10.9782,7.9938,0,2.7954,0.189
"iccat","BLZ",-4.5,-27.5,1995,0,27,3.874,0,3.874,0,0
"iccat","BLZ",2.5,-27.5,1994,0,19,2.01,0,2.01,0,0
"iccat","BLZ",5.5,-27.5,1995,0,18,3.127,0,3.127,0,0
"iattc",NA,-84.5,-26.5,2021,1,0,4,0,0,4,0
"iccat","BRA",-47.5,-26.5,2007,1,1,14,14,0,0,0
"iccat","BRA",-47.5,-26.5,2008,0,0,13,13,0,0,0
"iccat","BRA",-47.5,-26.5,2009,0,27,48.666,46.666,0,0,2
"iccat","BRA",-47.5,-26.5,2023,4,0,15.8,0,0,0,15.8
"iccat","BRA",-46.5,-26.5,2005,0,0,4.871,4.871,0,0,0
"iccat","BRA",-46.5,-26.5,2023,3,0,32,32,0,0,0
"iccat","BRA",-46.5,-26.5,2024,0,0,8.322,4.913,0,0,3.409
"iccat","BRA",-45.5,-26.5,1984,0,3,13,8,0,0,5
"iccat","BRA",-45.5,-26.5,2020,0,0,10.3683,7.5497,0,2.6401,0.1785
"iccat","BRA",-44.5,-26.5,1984,0,1,75,8,0,0,67
"iccat","BRA",-38.5,-26.5,2021,4,0,7.3188,5.3292,0,1.8636,0.126
"iccat","BLZ",-3.5,-26.5,1994,0,19,1.751,0,1.751,0,0
"iccat","BLZ",-3.5,-26.5,1995,0,25,3.257,0,3.257,0,0
"iccat","ZAF",14.5,-26.5,1985,0,0,18,0,18,0,0
"iccat","ZAF",14.5,-26.5,1986,0,0,10,2,8,0,0
"iattc","PAN",-89.5,-25.5,2019,1,0,43,3,0,40,2
"iattc","ECU",-85.5,-25.5,2021,2,0,136,0,0,136,14
"iattc","ECU",-84.5,-25.5,2019,1,0,47,0,0,47,8
"iccat","BRA",-47.5,-25.5,2005,0,0,10,0,0,10,0
"iccat","BRA",-47.5,-25.5,2008,0,0,44.059,44.059,0,0,0
"iccat","BRA",-47.5,-25.5,2022,10,0,7.484,1.434,0,0,6.05
"iccat","BRA",-47.5,-25.5,2023,9,0,72.7,20.7,0,0,52
"iccat","BRA",-46.5,-25.5,2005,0,0,3.76,3.76,0,0,0
"iccat","BRA",-46.5,-25.5,2008,0,0,83.8,83.8,0,0,0
"iccat","BRA",-46.5,-25.5,2023,9,0,149.5,149.5,0,0,0
"iccat","BRA",-45.5,-25.5,2020,0,0,32.3247,23.5373,0,8.2309,0.5565
"iccat","BRA",-45.5,-25.5,2021,12,0,0.015,0.015,0,0,0
"iccat","BRA",-45.5,-25.5,2022,9,0,6.306,6.093,0,0,0.213
"iccat","BRA",-45.5,-25.5,2023,14,0,45.2,45.2,0,0,0
"iccat","BRA",-45.5,-25.5,2024,0,0,3.65,3.65,0,0,0
"iccat","BRA",-44.5,-25.5,1983,0,5,5.5,5.5,0,0,0
"iccat","BRA",-44.5,-25.5,1984,0,5,9.5,0,0,0,9.5
"iccat","BLZ",-4.5,-25.5,1995,0,19,1.751,0,1.751,0,0
"iccat","BLZ",1.5,-25.5,1995,0,26,2.21,0,2.21,0,0
"iattc","ECU",-89.5,-24.5,2020,1,0,45,0,0,45,0
"iattc","PAN",-88.5,-24.5,2020,1,0,57,2,2,53,3
"iattc","PAN",-87.5,-24.5,2019,1,0,28,0,0,28,2
"iattc","ECU",-86.5,-24.5,2021,1,0,55,0,0,55,0
"iattc","ECU",-86.5,-24.5,2022,1,0,18,10,0,8,1
"iattc","ECU",-85.5,-24.5,2020,1,0,35,0,0,35,0
"iattc",NA,-84.5,-24.5,1995,1,0,31.75,31.75,0,0,0
"iattc","ECU",-76.5,-24.5,2017,2,0,31,1,0,30,4
"iattc","PAN",-76.5,-24.5,2017,1,0,30,15,0,15,5
"iattc","ECU",-76.5,-24.5,2018,2,0,232,188,0,44,113
"iattc","ECU",-76.5,-24.5,2019,1,0,12,3,0,9,3
"iattc",NA,-75.5,-24.5,2010,1,0,25,19,0,6,43
"iattc","ECU",-75.5,-24.5,2018,1,0,105,30,0,75,20
"iattc","PAN",-75.5,-24.5,2018,5,0,327,327,0,0,1
"iattc","PAN",-74.5,-24.5,2017,1,0,22,22,0,0,0
"iccat","BRA",-47.5,-24.5,2006,0,0,4,4,0,0,0
"iccat","BRA",-47.5,-24.5,2008,0,0,8,8,0,0,0
"iccat","BRA",-47.5,-24.5,2022,6,0,1.484,1.434,0,0,0.05
"iccat","BRA",-46.5,-24.5,2006,0,0,50,50,0,0,0
"iccat","BRA",-46.5,-24.5,2007,6,6,6,6,0,0,0
"iccat","BRA",-46.5,-24.5,2008,0,0,45.124,45.124,0,0,0
"iccat","BRA",-46.5,-24.5,2010,0,0,10,10,0,0,0
"iccat","BRA",-46.5,-24.5,2023,1,0,1,0,0,0,1
"iccat","BRA",-45.5,-24.5,1983,0,1,2,2,0,0,0
"iccat","BRA",-45.5,-24.5,2006,0,0,12.182,12.182,0,0,0
"iccat","BRA",-45.5,-24.5,2007,2,2,4.5,4.5,0,0,0
"iccat","BRA",-44.5,-24.5,1983,0,77,59.5,57.5,0,0,2
"iccat","BRA",-44.5,-24.5,1984,0,12,293,291,0,0,2
"iccat","BRA",-44.5,-24.5,2005,0,0,260.334,260.334,0,0,0
"iccat","BRA",-44.5,-24.5,2006,0,0,7.969,7.969,0,0,0
"iccat","BRA",-44.5,-24.5,2010,0,0,19,19,0,0,0
"iccat","BRA",-44.5,-24.5,2020,0,0,164.0631,119.4629,0,41.7757,2.8245
"iccat","BRA",-44.5,-24.5,2021,131,0,9.3090999,6.8053541,0,2.3451853,0.1585605
"iccat","BRA",-44.5,-24.5,2022,16,0,29.66,28.996,0,0,0.664
"iccat","BRA",-44.5,-24.5,2023,17,0,136.3,119,0,0,17.3
"iccat","BRA",-44.5,-24.5,2024,0,0,31.592,18.329,0,0,13.263
"iccat","BRA",-43.5,-24.5,1983,0,2,1.5,1,0,0,0.5
"iccat","BRA",-43.5,-24.5,1984,0,4,42,42,0,0,0
"iccat","BRA",-42.5,-24.5,1983,0,2,105,0,0,0,105
"iccat","BRA",-42.5,-24.5,1984,0,2,80,75,0,0,5
"iccat","BRA",-42.5,-24.5,2021,4,0,0.0048792,0.0035528,0,0.0012424,8.4e-05
"iccat","BRA",-41.5,-24.5,1983,0,1,10,10,0,0,0
"iccat","BRA",-39.5,-24.5,2010,0,0,0.105,0.105,0,0,0
"iccat","BRA",-39.5,-24.5,2022,6,0,5.564,5.376,0,0,0.188
"iccat","BLZ",-4.5,-24.5,1995,0,23,1.601,0,1.601,0,0
"iccat","GHA",-0.5,-24.5,2024,1,0.33,10,10,0,0,0
"iccat","BLZ",0.5,-24.5,1993,0,87,6.865,0,6.865,0,0
"iattc","ECU",-95.5,-23.5,2020,1,0,15,14,0,1,0
"iattc","ECU",-90.5,-23.5,2008,1,0,16,0,0,16,12
"iattc","ECU",-89.5,-23.5,2021,1,0,16,0,0,16,0
"iattc","ECU",-89.5,-23.5,2022,1,0,20,0,0,20,0
"iattc","ECU",-88.5,-23.5,2020,1,0,20,0,0,20,0
"iattc","ECU",-88.5,-23.5,2021,1,0,15,0,0,15,0
"iattc","ECU",-87.5,-23.5,2021,1,0,4,0,0,4,0
"iattc",NA,-86.5,-23.5,2021,1,0,20,0,0,20,0
"iattc","ECU",-84.5,-23.5,2020,1,0,73,0,0,73,0
"iattc","ECU",-84.5,-23.5,2021,1,0,15,0,0,15,0
"iattc","ECU",-83.5,-23.5,2019,2,0,70,0,0,70,14
"iattc","ECU",-82.5,-23.5,2019,2,0,88,0,0,88,12
"iattc","ECU",-81.5,-23.5,2019,1,0,55,0,0,55,15
"iattc","PAN",-77.5,-23.5,2017,4,0,136,122,0,14,0
"iattc","ECU",-77.5,-23.5,2018,3,0,145,73,0,72,44
"iattc","PAN",-77.5,-23.5,2018,3,0,50,34,0,16,7
"iattc","PAN",-77.5,-23.5,2019,1,0,2,1,0,1,8
"iattc","ECU",-76.5,-23.5,2009,1,0,125,42,0,83,20
"iattc",NA,-76.5,-23.5,2009,1,0,20,0,0,20,50
"iattc","ECU",-76.5,-23.5,2010,1,0,32,29,0,3,2
"iattc","PAN",-76.5,-23.5,2017,1,0,33,33,0,0,3
"iattc","PAN",-76.5,-23.5,2018,2,0,69,37,0,32,2
"iattc","ECU",-76.5,-23.5,2019,1,0,24,4,0,20,6
"iattc","ECU",-76.5,-23.5,2021,1,0,375,375,0,0,0
"iattc",NA,-75.5,-23.5,2009,3,0,35,25,0,10,100
"iattc",NA,-75.5,-23.5,2010,2,0,2,2,0,0,17
"iattc","PAN",-75.5,-23.5,2017,2,0,148,148,0,0,0
"iattc","PAN",-75.5,-23.5,2018,5,0,82,82,0,0,3
"iattc","ECU",-74.5,-23.5,2010,3,0,100,15,0,85,34
"iattc","PAN",-74.5,-23.5,2017,2,0,58,58,0,0,32
"iccat","BRA",-48.5,-23.5,2020,0,0,7.3188,5.3292,0,1.8636,0.126
"iccat","BRA",-46.5,-23.5,2007,1,1,1,1,0,0,0
"iccat","BRA",-46.5,-23.5,2008,0,0,19.43,19.43,0,0,0
"iccat","BRA",-46.5,-23.5,2023,4,0,116.9,101,0,0,15.9
"iccat","BRA",-44.5,-23.5,2021,6,0,4.8792,3.5528,0,1.2424,0.084
"iccat","BRA",-44.5,-23.5,2023,7,0,2,2,0,0,0
"iccat","BRA",-43.5,-23.5,1983,0,11,20,2,0,0,18
"iccat","BRA",-43.5,-23.5,2020,0,0,192.7284,140.3356,0,49.0748,3.318
"iccat","BRA",-43.5,-23.5,2021,162,0,29.659495,23.019205,0,6.219765,0.420525
"iccat","BRA",-43.5,-23.5,2022,25,0,41.679,40.272,0,0,1.407
"iccat","BRA",-43.5,-23.5,2023,1,0,17,17,0,0,0
"iccat","BRA",-43.5,-23.5,2024,0,0,10.261,6.13,0,0,4.131
"iccat","BRA",-42.5,-23.5,1983,0,28,35.5,14,0,0,21.5
"iccat","BRA",-42.5,-23.5,2020,0,0,6.099,4.441,0,1.553,0.105
"iccat","BRA",-42.5,-23.5,2021,4,0,0.002,0.002,0,0,0
"iccat","BRA",-42.5,-23.5,2023,2,0,28,28,0,0,0
"iccat","BRA",-41.5,-23.5,1983,0,15,22,0,0,0,22
"iccat","BRA",-41.5,-23.5,2020,0,0,1.2198,0.8882,0,0.3106,0.021
"iccat","BRA",-41.5,-23.5,2021,16,0,0.0012198,0.0008882,0,0.0003106,2.1e-05
"iccat","BRA",-41.5,-23.5,2023,1,0,6.5,2.5,0,0,4
"iccat","BRA",-41.5,-23.5,2024,0,0,3.981,0,0,0,3.981
"iccat","BRA",-40.5,-23.5,2021,29,0,6.1853188,6.1833292,0,0.0018636,0.000126
"iccat","BRA",-40.5,-23.5,2024,0,0,0.411,0,0,0,0.411
"iccat","BLZ",3.5,-23.5,1995,0,22,1.312,0,1.312,0,0
"iattc","ECU",-89.5,-22.5,2008,1,0,35,0,0,35,10
"iattc","ECU",-88.5,-22.5,2021,1,0,75,0,0,75,0
"iattc","ECU",-88.5,-22.5,2022,1,0,28,21,0,7,0
"iattc","ECU",-87.5,-22.5,2008,1,0,0,0,0,0,17
"iattc","PAN",-87.5,-22.5,2013,1,0,40,0,0,40,0
"iattc","ECU",-87.5,-22.5,2022,1,0,59,0,0,59,10
"iattc","ECU",-86.5,-22.5,2008,1,0,3,0,0,3,12
"iattc","PAN",-86.5,-22.5,2020,1,0,10,0,0,10,0
"iattc",NA,-86.5,-22.5,2021,1,0,28,0,0,28,0
"iattc","ECU",-85.5,-22.5,2022,2,0,25,0,0,25,0
"iattc","ECU",-84.5,-22.5,2019,1,0,42,0,0,42,3
"iattc","PAN",-83.5,-22.5,2020,2,0,266,201,0,65,9
"iattc","ECU",-82.5,-22.5,2020,1,0,23,0,0,23,0
"iattc","PAN",-81.5,-22.5,2017,1,0,2,1,0,1,0
"iattc","ECU",-81.5,-22.5,2019,1,0,10,0,0,10,5
"iattc","ECU",-81.5,-22.5,2020,1,0,10,0,0,10,0
"iattc","PAN",-81.5,-22.5,2020,1,0,44,44,0,0,1
"iattc",NA,-81.5,-22.5,2021,1,0,5,0,0,5,0
"iattc","ECU",-80.5,-22.5,2019,1,0,26,0,0,26,9
"iattc","PAN",-79.5,-22.5,2017,1,0,50,3,0,47,0
"iattc","ECU",-79.5,-22.5,2019,3,0,62,12,0,50,23
"iattc","ECU",-78.5,-22.5,2017,4,0,145,77,0,68,5
"iattc","PAN",-78.5,-22.5,2017,7,0,154,93,0,61,12
"iattc","ECU",-78.5,-22.5,2018,3,0,19,4,0,15,6
"iattc","PAN",-78.5,-22.5,2018,3,0,227,87,0,140,45
"iattc","PAN",-78.5,-22.5,2019,2,0,28,3,0,25,7
"iattc",NA,-77.5,-22.5,2010,1,0,60,0,0,60,0
"iattc","ECU",-77.5,-22.5,2017,2,0,66,47,0,19,1
"iattc","PAN",-77.5,-22.5,2017,9,0,182,133,0,49,20
"iattc","ECU",-77.5,-22.5,2018,9,0,421,69,0,352,51
"iattc","PAN",-77.5,-22.5,2018,3,0,25,4,0,21,10
"iattc","PAN",-77.5,-22.5,2019,2,0,255,11,0,244,92
"iattc","ECU",-76.5,-22.5,2009,3,0,122,3,0,119,20
"iattc",NA,-76.5,-22.5,2010,1,0,84,0,0,84,36
"iattc","ECU",-76.5,-22.5,2017,1,0,114,114,0,0,0
"iattc","PAN",-76.5,-22.5,2017,3,0,39,27,0,12,3
"iattc","ECU",-76.5,-22.5,2018,2,0,76,8,0,68,4
"iattc","PAN",-76.5,-22.5,2018,11,0,340,132,0,208,84
"iattc","ECU",-76.5,-22.5,2019,1,0,7,3,0,4,8
"iattc","ECU",-75.5,-22.5,2009,6,0,18,0,0,18,74
"iattc",NA,-75.5,-22.5,2009,3,0,304,65,0,239,0
"iattc","ECU",-75.5,-22.5,2010,1,0,24,0,0,24,35
"iattc",NA,-75.5,-22.5,2012,1,0,114,110,0,4,6
"iattc","ECU",-75.5,-22.5,2017,1,0,25,25,0,0,0
"iattc","ECU",-75.5,-22.5,2018,1,0,8,8,0,0,0
"iattc","PAN",-75.5,-22.5,2018,12,0,235,205,0,30,37
"iattc","ECU",-75.5,-22.5,2019,1,0,10,7,0,3,22
"iattc","ECU",-74.5,-22.5,2007,1,0,33,33,0,0,2
"iattc","ECU",-74.5,-22.5,2009,3,0,191,3,0,188,7
"iattc",NA,-74.5,-22.5,2009,1,0,11,0,0,11,1
"iattc","ECU",-74.5,-22.5,2010,3,0,119,23,0,96,31
"iattc",NA,-74.5,-22.5,2010,3,0,44,37,0,7,115
"iattc","ECU",-74.5,-22.5,2011,1,0,40,40,0,0,15
"iattc","PAN",-74.5,-22.5,2012,1,0,85,85,0,0,0
"iattc","PAN",-74.5,-22.5,2014,2,0,80,80,0,0,10
"iattc","PAN",-74.5,-22.5,2016,1,0,38,38,0,0,2
"iattc","ECU",-74.5,-22.5,2017,3,0,150,150,0,0,0
"iattc","PAN",-74.5,-22.5,2017,8,0,423,423,0,0,12
"iattc","ECU",-74.5,-22.5,2018,1,0,2,2,0,0,0
"iattc","PAN",-74.5,-22.5,2018,16,0,352,352,0,0,16
"iattc",NA,-73.5,-22.5,2009,3,0,182,112,0,70,159
"iattc",NA,-73.5,-22.5,2010,1,0,8,6,0,2,14
"iattc","ECU",-73.5,-22.5,2017,7,0,201,201,0,0,0
"iccat","BRA",-43.5,-22.5,2023,3,0,3.15,0.65,0,0,2.5
"iccat","BRA",-42.5,-22.5,2010,0,0,11.759,11.759,0,0,0
"iccat","BRA",-42.5,-22.5,2023,6,0,30.582,26.202,0,0,4.38
"iccat","BRA",-41.5,-22.5,2020,0,0,12.198,8.882,0,3.106,0.21
"iccat","BRA",-41.5,-22.5,2023,3,0,27.3,6.675,0,0,20.625
"iccat","BRA",-40.5,-22.5,2020,0,0,20.7366,15.0994,0,5.2802,0.357
"iccat","BRA",-40.5,-22.5,2021,94,0,11.0068653,8.0146727,0,2.8026991,0.1894935
"iccat","BRA",-40.5,-22.5,2022,13,0,11.684,11.289,0,0,0.395
"iccat","BRA",-40.5,-22.5,2024,0,0,6.462,1.574,0,0,4.888
"iccat","BRA",-39.5,-22.5,2020,0,0,17.6871,12.8789,0,4.5037,0.3045
"iccat","BRA",-39.5,-22.5,2021,4,0,7.9287,5.7733,0,2.0189,0.1365
"iccat","BRA",-39.5,-22.5,2022,3,0,9.989,9.915,0,0,0.074
"iccat","BRA",-39.5,-22.5,2023,6,0,36.8,35.6,0,0,1.2
"iccat","BRA",-39.5,-22.5,2024,0,0,5.011,0.221,0,0,4.79
"iccat","BRA",-38.5,-22.5,2022,3,0,19.047,18.904,0,0,0.143
"iattc","ECU",-95.5,-21.5,2022,1,0,4,2,0,2,6
"iattc","PAN",-93.5,-21.5,1983,1,0,4.5,4.5,0,0,4.5
"iattc","ECU",-91.5,-21.5,2022,1,0,21,12,0,9,16
"iattc","ECU",-90.5,-21.5,2022,1,0,5,0,0,5,0
"iattc",NA,-90.5,-21.5,2023,2,0,10,8,0,2,0
"iattc","PAN",-89.5,-21.5,2013,1,0,20,4,0,16,0
"iattc","ECU",-89.5,-21.5,2019,1,0,35,0,0,35,10
"iattc","ECU",-89.5,-21.5,2020,1,0,60,15,0,45,15
"iattc",NA,-89.5,-21.5,2023,2,0,57,17,0,40,26
"iattc","ECU",-88.5,-21.5,2008,1,0,24,0,0,24,14
"iattc","ECU",-88.5,-21.5,2020,1,0,21,0,0,21,2
"iattc",NA,-88.5,-21.5,2023,1,0,30,20,0,10,10
"iattc","ECU",-87.5,-21.5,2007,2,0,1,0,0,1,22
"iattc","ECU",-87.5,-21.5,2021,2,0,55,0,0,55,0
"iattc","ECU",-87.5,-21.5,2022,1,0,25,0,0,25,5
"iattc","ECU",-87.5,-21.5,2023,2,0,79,9,0,70,48
"iattc",NA,-87.5,-21.5,2023,1,0,26,21,0,5,4
"iattc","ECU",-86.5,-21.5,2008,1,0,6,0,0,6,55
"iattc","ECU",-86.5,-21.5,2015,1,0,40,0,0,40,25
"iattc","PAN",-86.5,-21.5,2018,3,0,167,68,0,99,35
"iattc","ECU",-86.5,-21.5,2019,1,0,25,0,0,25,5
"iattc","ECU",-86.5,-21.5,2022,2,0,90,60,0,30,0
"iattc",NA,-86.5,-21.5,2023,3,0,88,52,0,36,96
"iattc","ECU",-85.5,-21.5,2017,1,0,17,0,0,17,5
"iattc","ECU",-85.5,-21.5,2018,1,0,27,9,0,18,8
"iattc","ECU",-85.5,-21.5,2019,1,0,5,0,0,5,5
"iattc","ECU",-85.5,-21.5,2020,1,0,20,0,0,20,0
"iattc","ECU",-84.5,-21.5,2010,1,0,10,0,0,10,2
"iattc",NA,-84.5,-21.5,2012,1,0,57,2,0,55,0
"iattc","ECU",-84.5,-21.5,2018,1,0,38,0,0,38,2
"iattc","ECU",-84.5,-21.5,2019,1,0,8,0,0,8,7
"iattc","PAN",-83.5,-21.5,2012,1,0,10,0,0,10,0
"iattc","ECU",-83.5,-21.5,2019,2,0,77,9,0,68,57
"iattc","ECU",-82.5,-21.5,1997,1,0,4.53,0,0,4.53,17.23
"iattc","ECU",-82.5,-21.5,2010,1,0,42,0,0,42,6
"iattc","ECU",-82.5,-21.5,2018,1,0,43,5,0,38,7
"iattc","ECU",-82.5,-21.5,2019,1,0,24,0,0,24,36
"iattc","PAN",-82.5,-21.5,2019,2,0,49,0,0,49,6
"iattc","ECU",-82.5,-21.5,2020,3,0,124,63,0,61,5
"iattc","ECU",-82.5,-21.5,2021,1,0,45,45,0,0,10
"iattc","PAN",-82.5,-21.5,2023,1,0,15,0,0,15,0
"iattc","ECU",-81.5,-21.5,2009,1,0,14,0,0,14,6
"iattc","PAN",-81.5,-21.5,2014,1,0,17,0,0,17,0
"iattc","ECU",-81.5,-21.5,2017,1,0,15,0,0,15,5
"iattc","ECU",-81.5,-21.5,2019,3,0,65,12,0,53,5
"iattc","PAN",-81.5,-21.5,2019,2,0,61,31,0,30,0
"iattc","ECU",-81.5,-21.5,2020,3,0,96,83,0,13,20
"iattc","PAN",-81.5,-21.5,2022,1,0,32,32,0,0,0
"iattc","ECU",-80.5,-21.5,2007,1,0,17,0,0,17,4
"iattc","ECU",-80.5,-21.5,2009,2,0,47,0,0,47,32
"iattc","ECU",-80.5,-21.5,2011,1,0,27,7,0,20,3
"iattc","ECU",-80.5,-21.5,2018,2,0,40,0,0,40,5
"iattc","ECU",-79.5,-21.5,2015,1,0,8,0,0,8,5
"iattc","PAN",-79.5,-21.5,2017,1,0,35,25,0,10,0
"iattc","PAN",-79.5,-21.5,2019,2,0,12,0,0,12,4
"iattc","ECU",-78.5,-21.5,2009,1,0,84,0,0,84,22
"iattc",NA,-78.5,-21.5,2010,1,0,50,0,0,50,0
"iattc","PAN",-78.5,-21.5,2015,1,0,30,0,0,30,15
"iattc","ECU",-78.5,-21.5,2017,4,0,46,22,0,24,19
"iattc","PAN",-78.5,-21.5,2017,9,0,195,149,0,46,26
"iattc","ECU",-78.5,-21.5,2018,2,0,22,1,0,21,2
"iattc","PAN",-78.5,-21.5,2018,4,0,110,70,0,40,25
"iattc","ECU",-78.5,-21.5,2019,3,0,221,25,0,196,84
"iattc","ECU",-78.5,-21.5,2020,1,0,23,8,0,15,0
"iattc","PAN",-78.5,-21.5,2020,1,0,41,13,0,28,0
"iattc","ECU",-77.5,-21.5,2009,1,0,28,0,0,28,18
"iattc","ECU",-77.5,-21.5,2010,1,0,4,0,0,4,0
"iattc","ECU",-77.5,-21.5,2013,1,0,1,0,0,1,0
"iattc","PAN",-77.5,-21.5,2017,5,0,54,26,0,28,6
"iattc","ECU",-77.5,-21.5,2018,2,0,23,17,0,6,3
"iattc","ECU",-77.5,-21.5,2019,1,0,31,22,0,9,4
"iattc","ECU",-77.5,-21.5,2023,1,0,1,0,0,1,2
"iattc","ECU",-76.5,-21.5,2010,1,0,100,0,0,100,60
"iattc",NA,-76.5,-21.5,2010,1,0,28,21,0,7,29
"iattc","PAN",-76.5,-21.5,2017,4,0,76,49,0,27,4
"iattc","ECU",-76.5,-21.5,2018,6,0,195,45,0,150,6
"iattc","PAN",-76.5,-21.5,2018,16,0,302,258,0,44,31
