"rfmo","lon","lat","year","month","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iccat",-44.5,0.5,2019,2,48,23.61,0,4.88,NA,3.41,NA,15.32,NA
"iccat",-44.5,0.5,2019,2,52,24.285,0,4.445,NA,5.76,NA,14.08,NA
"iccat",-44.5,0.5,2019,2,50,16.239,0,4.905,NA,1.7,NA,9.634,NA
"iccat",-44.5,0.5,2019,4,52,15.13,0,4.05,NA,2.3,NA,8.78,NA
"iccat",-44.5,0.5,2019,5,4.3,0,100,NA,73,NA,9,NA,18
"iccat",-44.5,0.5,2019,5,58,13.69,0,3.66,NA,0,NA,10.03,NA
"iccat",-44.5,0.5,2019,6,27.5,0,316,NA,163,NA,29,NA,124
"iccat",-44.5,0.5,2019,6,58,17.83,0,2.2,NA,1.3,NA,14.33,NA
"iccat",-44.5,0.5,2019,6,60,34.049,0,2.17,NA,14.124,NA,17.755,NA
"iccat",-44.5,0.5,2019,7,60,19.91,0,1.08,NA,0,NA,18.83,NA
"iccat",-44.5,0.5,2019,8,2,0,18,NA,12,NA,5,NA,1
"iccat",-44.5,0.5,2019,10,1.5,0.93826422,0,0,NA,0,NA,0.93826422,NA
"iccat",-44.5,0.5,2019,11,2.265,2.20936532,0,0,NA,0,NA,2.20936532,NA
"iccat",-44.5,0.5,2020,2,34,10.041,0,1.896,NA,1.146,NA,6.999,NA
"iccat",-44.5,0.5,2020,3,33.6,18.906,0,2.543,NA,10.532,NA,5.831,NA
"iccat",-44.5,0.5,2020,4,2.6,0,18,NA,10,NA,2,NA,6
"iccat",-44.5,0.5,2020,4,8.64,3.168,0,3.065,NA,0.05,NA,0.053,NA
"iccat",-44.5,0.5,2020,4,60,23.099,0,4.812,NA,5.127,NA,13.16,NA
"iccat",-44.5,0.5,2020,4,54,6.173,0,1.892,NA,0.261,NA,4.02,NA
"iccat",-44.5,0.5,2020,4,60,13.261,0,2.651,NA,0.361,NA,10.249,NA
"iccat",-44.5,0.5,2020,5,24,8.584,0,0.776,NA,5.109,NA,2.699,NA
"iccat",-44.5,0.5,2020,6,70,23.382,0,2.72,NA,7.13,NA,13.532,NA
"iccat",-44.5,0.5,2020,7,3.75,1.91307375,0,0,NA,0.33202106,NA,1.58105269,NA
"iccat",-44.5,0.5,2020,7,56,21.354,0,1.269,NA,0.728,NA,19.357,NA
"iccat",-44.5,0.5,2020,10,45.6,11.541,0,0.732,NA,0.75,NA,10.059,NA
"iccat",-44.5,0.5,2020,11,52.8,32.086,0,1.116,NA,19.116,NA,11.854,NA
"iccat",-44.5,0.5,2021,2,67.2,12.182,0,2.286,NA,0.278,NA,9.618,NA
"iccat",-44.5,0.5,2021,5,37.5,8.922,0,1.424,NA,0,NA,7.498,NA
"iccat",-44.5,0.5,2021,6,41.6,10.335,0,1.234,NA,0.44,NA,8.661,NA
"iccat",-44.5,0.5,2022,8,62.1,14.556,0,1.845,NA,0.64,NA,12.071,NA
"iccat",-44.5,0.5,2022,10,5.6,4.05434950240858,0,0.110200397347389,NA,0,NA,3.94414910506119,NA
"iccat",-44.5,0.5,2022,11,4.2,3.08766136567753,0,0.0702207183097314,NA,0,NA,3.0174406473678,NA
"iccat",-44.5,0.5,2023,1,4.2,1.53152924313487,0,0.110200397347389,NA,0,NA,1.42132884578748,NA
"iccat",-44.5,0.5,2023,3,3.5,2.05229019059974,0,0,NA,0,NA,2.05229019059974,NA
"iccat",-44.5,0.5,2023,5,1.5,0.22552077,0,0,NA,0.01780427,NA,0.2077165,NA
"iccat",-44.5,0.5,2023,7,12,12.30044913,0,0,NA,2.62486066,NA,9.67558847,NA
"iccat",-44.5,0.5,2023,8,17.5,9.33833245,0,0,NA,0.24626613,NA,9.09206632,NA
"iccat",-44.5,0.5,2023,9,1.8,0.90198678,0,0,NA,0.1008801,NA,0.80110668,NA
"iccat",-44.5,0.5,2024,2,16.9,0,583,NA,0,NA,0,NA,583
"iccat",-44.5,0.5,2024,3,68.39,0,3621,NA,1733,NA,1,NA,1887
"iccat",-44.5,0.5,2024,3,2.8,1.386,0,1.173,NA,0.023,NA,0.19,NA
"iccat",-44.5,0.5,2024,3,8.699,5.185,0,0.105,NA,0,NA,5.08,NA
"iccat",-44.5,0.5,2024,4,219.201,0,1624,NA,774,NA,3,NA,847
"iccat",-44.5,0.5,2024,5,43.732,0,384,NA,44,NA,1,NA,339
"iccat",-44.5,0.5,2024,6,34,11.085,0,0.833,NA,2.632,NA,7.62,NA
"iccat",-44.5,0.5,2024,7,12.9,0,304,NA,47,NA,0,NA,257
"iccat",-44.5,0.5,2024,8,6.3,3.4684934365106,0,0,NA,0,NA,3.4684934365106,NA
"iccat",-39.5,0.5,1956,6,4,0,503,NA,22,NA,134,NA,347
"iccat",-39.5,0.5,1956,8,11.44,0,1183,NA,9,NA,98,NA,1076
"iccat",-39.5,0.5,1956,9,13,0,1266,NA,5,NA,76,NA,1185
"iccat",-39.5,0.5,1956,10,5.2,0,349,NA,2,NA,23,NA,324
"iccat",-39.5,0.5,1957,4,6.578,0,603,NA,70,NA,243,NA,290
"iccat",-39.5,0.5,1957,6,3.312,0,298,NA,9,NA,39,NA,250
"iccat",-39.5,0.5,1957,7,4.968,0,436,NA,12,NA,46,NA,378
"iccat",-39.5,0.5,1957,9,8.096,0,375,NA,7,NA,61,NA,307
"iccat",-39.5,0.5,1957,10,2.128,0,67,NA,0,NA,7,NA,60
"iccat",-39.5,0.5,1957,11,11.569,0,829,NA,37,NA,294,NA,498
"iccat",-39.5,0.5,1957,12,2.3,0,71,NA,0,NA,10,NA,61
"iccat",-39.5,0.5,1958,9,22.488,0,2169,NA,5,NA,116,NA,2048
"iccat",-39.5,0.5,1958,10,4.801,0,772,NA,13,NA,116,NA,643
"iccat",-39.5,0.5,1958,11,66.589,0,5832,NA,13,NA,815,NA,5004
"iccat",-39.5,0.5,1958,12,40.966,0,2383,NA,5,NA,283,NA,2095
"iccat",-39.5,0.5,1959,1,3.388,0,305,NA,45,NA,71,NA,189
"iccat",-39.5,0.5,1959,6,37.982,0,3711,NA,43,NA,798,NA,2870
"iccat",-39.5,0.5,1959,7,39.715,0,3246,NA,2,NA,715,NA,2529
"iccat",-39.5,0.5,1959,9,5.752,0,450,NA,12,NA,14,NA,424
"iccat",-39.5,0.5,1959,10,19.582,0,637,NA,10,NA,16,NA,611
"iccat",-39.5,0.5,1960,9,42.572,0,2620,NA,50,NA,555,NA,2015
"iccat",-39.5,0.5,1960,10,199.89,0,10295,NA,316,NA,2708,NA,7271
"iccat",-39.5,0.5,1960,11,14.74,0,839,NA,31,NA,74,NA,734
"iccat",-39.5,0.5,1960,11,29.48,0,1508,NA,68,NA,541,NA,899
"iccat",-39.5,0.5,1961,6,4.902,0,117,NA,61,NA,21,NA,35
"iccat",-39.5,0.5,1961,7,9.525,0,597,NA,8,NA,74,NA,515
"iccat",-39.5,0.5,1961,8,11.61,0,596,NA,19,NA,70,NA,507
"iccat",-39.5,0.5,1961,10,16.77,0,646,NA,14,NA,257,NA,375
"iccat",-39.5,0.5,1962,5,3.72,0,53,NA,12,NA,10,NA,31
"iccat",-39.5,0.5,1962,5,69.691,0,4231,NA,381,NA,758,NA,3092
"iccat",-39.5,0.5,1962,6,71.262,0,3271,NA,152,NA,382,NA,2737
"iccat",-39.5,0.5,1962,9,354.159,0,14582,NA,820,NA,4050,NA,9712
"iccat",-39.5,0.5,1962,10,32.368,0,787,NA,73,NA,261,NA,453
"iccat",-39.5,0.5,1963,3,21.76,0,514,NA,186,NA,154,NA,174
"iccat",-39.5,0.5,1963,4,156.352,0,4209,NA,728,NA,547,NA,2934
"iccat",-39.5,0.5,1963,5,107.125,0,2941,NA,592,NA,373,NA,1976
"iccat",-39.5,0.5,1963,8,24.32,0,1197,NA,141,NA,75,NA,981
"iccat",-39.5,0.5,1963,9,13.12,0,734,NA,27,NA,414,NA,293
"iccat",-39.5,0.5,1963,10,13.624,0,740,NA,51,NA,422,NA,267
"iccat",-39.5,0.5,1963,11,39.952,0,1373,NA,82,NA,350,NA,941
"iccat",-39.5,0.5,1964,4,3.268,0,58,NA,11,NA,9,NA,38
"iccat",-39.5,0.5,1964,4,388.808,0,9560,NA,2255,NA,3496,NA,3809
"iccat",-39.5,0.5,1964,7,6.992,0,148,NA,40,NA,26,NA,82
"iccat",-39.5,0.5,1964,9,218.814,0,7411,NA,446,NA,3107,NA,3858
"iccat",-39.5,0.5,1964,10,3.575,0,83,NA,2,NA,55,NA,26
"iccat",-39.5,0.5,1964,10,543.336,0,16928,NA,1125,NA,6876,NA,8927
"iccat",-39.5,0.5,1964,11,74.746,0,1672,NA,567,NA,246,NA,859
"iccat",-39.5,0.5,1965,2,10.8,0,377,NA,46,NA,48,NA,283
"iccat",-39.5,0.5,1965,3,25.76,0,914,NA,149,NA,253,NA,512
"iccat",-39.5,0.5,1965,4,4.128,0,38,NA,13,NA,3,NA,22
"iccat",-39.5,0.5,1965,4,216.676,0,5372,NA,996,NA,1021,NA,3355
"iccat",-39.5,0.5,1965,8,4.08,0,84,NA,6,NA,62,NA,16
"iccat",-39.5,0.5,1965,9,2.8,0,44,NA,10,NA,24,NA,10
"iccat",-39.5,0.5,1965,9,64.62,0,693,NA,128,NA,264,NA,301
"iccat",-39.5,0.5,1965,10,45.345,0,442,NA,80,NA,154,NA,208
"iccat",-39.5,0.5,1965,12,37.543,0,733,NA,110,NA,192,NA,431
"iccat",-39.5,0.5,1966,1,4.622,0,32,NA,13,NA,1,NA,18
"iccat",-39.5,0.5,1966,1,17.514,0,291,NA,47,NA,87,NA,157
"iccat",-39.5,0.5,1966,2,11.92,0,186,NA,22,NA,18,NA,146
"iccat",-39.5,0.5,1966,2,33.082,0,287,NA,60,NA,57,NA,170
"iccat",-39.5,0.5,1966,4,3.465,0,46,NA,12,NA,12,NA,22
"iccat",-39.5,0.5,1966,11,3.157,0,25,NA,2,NA,0,NA,23
"iccat",-39.5,0.5,1966,12,3.465,0,30,NA,15,NA,0,NA,15
"iccat",-39.5,0.5,1967,2,13.007,0,253,NA,69,NA,71,NA,113
"iccat",-39.5,0.5,1967,5,4.617,0,73,NA,9,NA,22,NA,42
"iccat",-39.5,0.5,1967,6,7.25,0,212,NA,21,NA,9,NA,182
"iccat",-39.5,0.5,1967,7,7.25,0,164,NA,14,NA,10,NA,140
"iccat",-39.5,0.5,1967,9,18.836,0,406,NA,29,NA,78,NA,299
"iccat",-39.5,0.5,1968,5,184.214,94.7,0,26.4,NA,22.4,NA,45.9,NA
"iccat",-39.5,0.5,1968,5,184.214,0,3287,NA,601,NA,1484,NA,1202
"iccat",-39.5,0.5,1968,5,13.34,0,354,NA,72,NA,189,NA,93
"iccat",-39.5,0.5,1968,7,31.398,40.6,0,2.5,NA,2.1,NA,36,NA
"iccat",-39.5,0.5,1968,7,31.398,0,1140,NA,58,NA,141,NA,941
"iccat",-39.5,0.5,1968,9,3.059,0,148,NA,35,NA,58,NA,55
"iccat",-39.5,0.5,1968,10,16.261,0,722,NA,39,NA,419,NA,264
"iccat",-39.5,0.5,1968,11,15.686,0,1565,NA,24,NA,0,NA,1541
"iccat",-39.5,0.5,1969,5,177.186,0,4628,NA,655,NA,889,NA,3084
"iccat",-39.5,0.5,1969,6,28.664,33,0,2.1,NA,0.9,NA,30,NA
"iccat",-39.5,0.5,1969,6,28.664,0,723,NA,45,NA,58,NA,620
"iccat",-39.5,0.5,1969,6,91.5,0,2926,NA,658,NA,500,NA,1768
"iccat",-39.5,0.5,1969,7,10.329,7.8,0,2.2,NA,0.9,NA,4.7,NA
"iccat",-39.5,0.5,1969,7,10.329,0,197,NA,48,NA,52,NA,97
"iccat",-39.5,0.5,1969,7,74.929,0,1809,NA,128,NA,160,NA,1521
"iccat",-39.5,0.5,1969,10,100.775,85,0,10,NA,7.3,NA,67.7,NA
"iccat",-39.5,0.5,1969,10,100.775,0,2065,NA,219,NA,445,NA,1401
"iccat",-39.5,0.5,1969,10,75.343,0,1801,NA,192,NA,798,NA,811
"iccat",-39.5,0.5,1969,11,6.653,0,94,NA,17,NA,32,NA,45
"iccat",-39.5,0.5,1969,11,16.89,0,377,NA,31,NA,121,NA,225
"iccat",-39.5,0.5,1970,6,66.528,0,1279,NA,89,NA,180,NA,1010
"iccat",-39.5,0.5,1970,7,14.015,7.7,0,0.3,NA,7,NA,0.4,NA
"iccat",-39.5,0.5,1970,7,14.015,0,433,NA,5,NA,420,NA,8
"iccat",-39.5,0.5,1970,7,139.104,0,2098,NA,207,NA,396,NA,1495
"iccat",-39.5,0.5,1970,8,28.08,0,856,NA,41,NA,394,NA,421
"iccat",-39.5,0.5,1970,8,1.98,0,10,NA,0,NA,0,NA,10
"iccat",-39.5,0.5,1970,9,82.977,0,1489,NA,130,NA,396,NA,963
"iccat",-39.5,0.5,1971,5,15.733,16.5,0,2.9,NA,0.6,NA,13,NA
"iccat",-39.5,0.5,1971,5,15.733,0,354,NA,56,NA,40,NA,258
"iccat",-39.5,0.5,1971,5,192.982,0,3526,NA,808,NA,779,NA,1939
"iccat",-39.5,0.5,1971,6,234.088,131.4,0,31.8,NA,8.1,NA,91.5,NA
"iccat",-39.5,0.5,1971,6,234.088,0,2948,NA,616,NA,520,NA,1812
"iccat",-39.5,0.5,1971,6,31.058,0,361,NA,90,NA,48,NA,223
"iccat",-39.5,0.5,1971,9,4.8,0,61,NA,0,NA,4,NA,57
"iccat",-39.5,0.5,1971,10,41.48,0,999,NA,101,NA,211,NA,687
"iccat",-39.5,0.5,1972,5,9.1,0,81,NA,7,NA,11,NA,63
"iccat",-39.5,0.5,1974,2,7.794,7.3,0,1.4,NA,0.9,NA,5,NA
"iccat",-39.5,0.5,1974,4,8.506,0.9,0,0,NA,0.9,NA,0,NA
"iccat",-39.5,0.5,1974,4,8.506,0,55,NA,0,NA,55,NA,0
"iccat",-39.5,0.5,1974,5,24.98,22.9,0,16.1,NA,0.7,NA,6.1,NA
"iccat",-39.5,0.5,1974,6,12.89,8.9,0,3.6,NA,0.9,NA,4.4,NA
"iccat",-39.5,0.5,1974,7,62.624,53.7,0,14.9,NA,0,NA,38.8,NA
"iccat",-39.5,0.5,1974,8,2.534,1.3,0,0.3,NA,0.1,NA,0.9,NA
"iccat",-39.5,0.5,1974,9,94.95,55.4,0,8.9,NA,12.7,NA,33.8,NA
"iccat",-39.5,0.5,1974,10,80.608,27.8,0,5.9,NA,6,NA,15.9,NA
"iccat",-39.5,0.5,1974,11,2.498,1.6,0,1.2,NA,0.1,NA,0.3,NA
"iccat",-39.5,0.5,1975,1,254.7,163.7,0,55.4,NA,19,NA,89.3,NA
"iccat",-39.5,0.5,1975,5,3.12,1.1,0,0,NA,0,NA,1.1,NA
"iccat",-39.5,0.5,1975,6,27.512,15.1,0,2.1,NA,3.2,NA,9.8,NA
"iccat",-39.5,0.5,1975,6,215.25,40,0,14.7,NA,5,NA,20.3,NA
"iccat",-39.5,0.5,1975,9,11.69,7.6,0,2,NA,0.8,NA,4.8,NA
"iccat",-39.5,0.5,1975,10,2.2,0.6,0,0.4,NA,0.2,NA,0,NA
"iccat",-39.5,0.5,1975,10,8.717,3.5,0,1.1,NA,0,NA,2.4,NA
"iccat",-39.5,0.5,1975,11,2.88,1.5,0,0.2,NA,0,NA,1.3,NA
"iccat",-39.5,0.5,1975,11,111.636,33.9,0,11.3,NA,0,NA,22.6,NA
"iccat",-39.5,0.5,1975,12,8.504,2.5,0,0.3,NA,0.4,NA,1.8,NA
"iccat",-39.5,0.5,1976,1,47.7,6.8,0,2.3,NA,1.1,NA,3.4,NA
"iccat",-39.5,0.5,1976,5,14,5.6,0,3.4,NA,1.1,NA,1.1,NA
"iccat",-39.5,0.5,1976,6,140.05,67.8,0,19.2,NA,10.2,NA,38.4,NA
"iccat",-39.5,0.5,1976,7,153,133.9,0,31.6,NA,52.3,NA,50,NA
"iccat",-39.5,0.5,1976,9,131.6,51.2,0,5.7,NA,37.6,NA,7.9,NA
"iccat",-39.5,0.5,1976,12,64.4,40.7,0,22.6,NA,3.4,NA,14.7,NA
"iccat",-39.5,0.5,1977,1,21.6,3.6,0,0.2,NA,1.9,NA,1.5,NA
"iccat",-39.5,0.5,1977,2,26.4,13.2,0,1.9,NA,2.8,NA,8.5,NA
"iccat",-39.5,0.5,1977,3,11.52,3.7,0,1.2,NA,0.9,NA,1.6,NA
"iccat",-39.5,0.5,1977,4,3.4,1.2,0,0.3,NA,0.4,NA,0.5,NA
"iccat",-39.5,0.5,1977,5,100.507,46.3,0,14,NA,7.1,NA,25.2,NA
"iccat",-39.5,0.5,1977,6,29.89,14,0,2.5,NA,0.6,NA,10.9,NA
"iccat",-39.5,0.5,1977,6,40.355,20.3,0,2.9,NA,3.2,NA,14.2,NA
"iccat",-39.5,0.5,1977,7,2.8,1,0,0.1,NA,0.5,NA,0.4,NA
"iccat",-39.5,0.5,1977,7,35.41,16.1,0,8.3,NA,4.9,NA,2.9,NA
"iccat",-39.5,0.5,1977,8,42.037,26.2,0,6.6,NA,5.8,NA,13.8,NA
"iccat",-39.5,0.5,1977,9,4.32,0,47,NA,3,NA,6,NA,38
"iccat",-39.5,0.5,1977,9,225.958,137.5,0,21.8,NA,26.4,NA,89.3,NA
"iccat",-39.5,0.5,1977,10,21,12.5,0,4.7,NA,4.8,NA,3,NA
"iccat",-39.5,0.5,1977,10,166.322,82.4,0,15.2,NA,16.6,NA,50.6,NA
"iccat",-39.5,0.5,1977,11,73.96,32.9,0,7.4,NA,4.2,NA,21.3,NA
"iccat",-39.5,0.5,1978,3,22.61,10.6,0,2.6,NA,1,NA,7,NA
"iccat",-39.5,0.5,1978,5,64.906,27.4,0,7.5,NA,1.7,NA,18.2,NA
"iccat",-39.5,0.5,1978,6,60.8,21,0,9.7,NA,1.7,NA,9.6,NA
"iccat",-39.5,0.5,1978,9,57.13,24.7,0,5,NA,6.4,NA,13.3,NA
"iccat",-39.5,0.5,1978,10,43.607,22.4,0,2.8,NA,5.9,NA,13.7,NA
"iccat",-39.5,0.5,1978,11,3.045,1.3,0,0.1,NA,0.1,NA,1.1,NA
"iccat",-39.5,0.5,1978,12,28.609,43.3,0,2.3,NA,0.8,NA,40.2,NA
"iccat",-39.5,0.5,1979,1,76.672,48.8,0,3.9,NA,0.3,NA,44.6,NA
"iccat",-39.5,0.5,1979,2,7.2,0,74,NA,11,NA,6,NA,57
"iccat",-39.5,0.5,1979,3,18.752,7.9,0,3.6,NA,0.6,NA,3.7,NA
"iccat",-39.5,0.5,1979,5,62.35,20.1,0,6.6,NA,1.9,NA,11.6,NA
"iccat",-39.5,0.5,1979,6,12.189,6.3,0,4.5,NA,0.6,NA,1.2,NA
"iccat",-39.5,0.5,1979,9,4.56,0,53,NA,3,NA,3,NA,47
"iccat",-39.5,0.5,1979,9,51.451,21.1,0,2.4,NA,5.3,NA,13.4,NA
"iccat",-39.5,0.5,1979,10,7.838,2.1,0,0.2,NA,0.8,NA,1.1,NA
"iccat",-39.5,0.5,1979,10,43.111,22.3,0,1.4,NA,2.1,NA,18.8,NA
"iccat",-39.5,0.5,1979,11,18.189,5,0,0.5,NA,0.5,NA,4,NA
"iccat",-39.5,0.5,1979,12,4.571,2.2,0,0.1,NA,0,NA,2.1,NA
"iccat",-39.5,0.5,1980,1,6.607,1.3,0,0.1,NA,0.1,NA,1.1,NA
"iccat",-39.5,0.5,1980,2,17.444,15.7,0,8.2,NA,0.7,NA,6.8,NA
"iccat",-39.5,0.5,1980,6,6.572,7.2,0,0.1,NA,0.8,NA,6.3,NA
"iccat",-39.5,0.5,1980,7,7.149,3,0,0.3,NA,0.1,NA,2.6,NA
"iccat",-39.5,0.5,1980,8,10.205,2.3,0,0.3,NA,0.8,NA,1.2,NA
"iccat",-39.5,0.5,1980,8,44.485,19.5,0,4.2,NA,1.3,NA,14,NA
"iccat",-39.5,0.5,1980,11,5.348,2.7,0,0.4,NA,0.2,NA,2.1,NA
"iccat",-39.5,0.5,1980,12,5.484,3,0,1.9,NA,0.1,NA,1,NA
"iccat",-39.5,0.5,1981,2,24.9,0,369,NA,46,NA,22,NA,301
"iccat",-39.5,0.5,1981,3,24.8,0,482,NA,29,NA,64,NA,389
"iccat",-39.5,0.5,1981,4,18.5,0,458,NA,20,NA,74,NA,364
"iccat",-39.5,0.5,1981,5,17.1,0,364,NA,46,NA,17,NA,301
"iccat",-39.5,0.5,1981,5,25.8,0,454,NA,41,NA,52,NA,361
"iccat",-39.5,0.5,1981,5,21.344,9.1,0,1.2,NA,1,NA,6.9,NA
"iccat",-39.5,0.5,1981,6,20.6,0,373,NA,23,NA,19,NA,331
"iccat",-39.5,0.5,1981,6,88.058,41.7,0,8.8,NA,4.4,NA,28.5,NA
"iccat",-39.5,0.5,1981,7,23,0,493,NA,24,NA,13,NA,456
"iccat",-39.5,0.5,1981,7,25.6,13.2,0,2.2,NA,0.2,NA,10.8,NA
"iccat",-39.5,0.5,1981,8,3.78,1.9,0,1.2,NA,0.1,NA,0.6,NA
"iccat",-39.5,0.5,1981,10,2.3,0,12,NA,2,NA,0,NA,10
"iccat",-39.5,0.5,1981,10,19.286,7.1,0,0.6,NA,0.9,NA,5.6,NA
"iccat",-39.5,0.5,1981,11,3.996,2.8,0,0.2,NA,0,NA,2.6,NA
"iccat",-39.5,0.5,1981,12,15.6,0,283,NA,21,NA,4,NA,258
"iccat",-39.5,0.5,1981,12,12.701,0,183,NA,41,NA,16,NA,126
"iccat",-39.5,0.5,1981,12,33.024,18.1,0,2.7,NA,0.9,NA,14.5,NA
"iccat",-39.5,0.5,1982,3,11.5,0,73,NA,14,NA,23,NA,36
"iccat",-39.5,0.5,1982,4,21.7,0,222,NA,19,NA,15,NA,188
"iccat",-39.5,0.5,1982,4,21.902,7.6,0,3.3,NA,0.6,NA,3.7,NA
"iccat",-39.5,0.5,1982,5,11.902,4.6,0,1.8,NA,0.4,NA,2.4,NA
"iccat",-39.5,0.5,1982,6,67.4,0,870,NA,111,NA,83,NA,676
"iccat",-39.5,0.5,1982,9,7.206,1.2,0,0.2,NA,0.2,NA,0.8,NA
"iccat",-39.5,0.5,1982,11,42.3,0,512,NA,29,NA,29,NA,454
"iccat",-39.5,0.5,1982,12,39.3,0,368,NA,113,NA,40,NA,215
"iccat",-39.5,0.5,1982,12,5.894,6.1,0,1.4,NA,0.3,NA,4.4,NA
"iccat",-39.5,0.5,1983,1,7.8,2.6,0,0.5,NA,0,NA,2.1,NA
"iccat",-39.5,0.5,1983,1,7.2,0,86,NA,8,NA,4,NA,74
"iccat",-39.5,0.5,1983,1,6.672,2.6,0,0.4,NA,0.9,NA,1.3,NA
"iccat",-39.5,0.5,1983,2,106.6,0,707,NA,152,NA,63,NA,492
"iccat",-39.5,0.5,1983,3,21.1,0,172,NA,18,NA,21,NA,133
"iccat",-39.5,0.5,1983,4,21,0,162,NA,27,NA,25,NA,110
"iccat",-39.5,0.5,1983,4,20.081,6.2,0,2.2,NA,1.5,NA,2.5,NA
"iccat",-39.5,0.5,1983,5,48.8,0,575,NA,18,NA,7,NA,550
"iccat",-39.5,0.5,1983,5,38.425,7.5,0,2.1,NA,0.7,NA,4.7,NA
"iccat",-39.5,0.5,1983,8,130.97,80.9,0,22.7,NA,28.5,NA,29.7,NA
"iccat",-39.5,0.5,1983,9,133.461,100.1,0,9.5,NA,23.4,NA,67.2,NA
"iccat",-39.5,0.5,1983,10,358.156,252.7,0,40.4,NA,47.9,NA,164.4,NA
"iccat",-39.5,0.5,1983,11,55.6,0,590,NA,46,NA,78,NA,466
"iccat",-39.5,0.5,1983,12,121,0,2662,NA,209,NA,214,NA,2239
"iccat",-39.5,0.5,1984,1,92.3,0,1069,NA,90,NA,151,NA,828
"iccat",-39.5,0.5,1984,2,158.7,0,1800,NA,159,NA,217,NA,1424
"iccat",-39.5,0.5,1984,3,60.1,0,994,NA,97,NA,79,NA,818
"iccat",-39.5,0.5,1984,4,76.9,0,1160,NA,91,NA,127,NA,942
"iccat",-39.5,0.5,1984,4,9.495,3,0,0.5,NA,0.2,NA,2.3,NA
"iccat",-39.5,0.5,1984,5,45.945,14.3,0,2.9,NA,2.8,NA,8.6,NA
"iccat",-39.5,0.5,1984,6,128.4,0,1865,NA,215,NA,337,NA,1313
"iccat",-39.5,0.5,1984,6,27.396,9.5,0,2.8,NA,1.1,NA,5.6,NA
"iccat",-39.5,0.5,1984,7,169.2,0,2499,NA,215,NA,259,NA,2025
"iccat",-39.5,0.5,1984,8,47.8,0,585,NA,37,NA,28,NA,520
"iccat",-39.5,0.5,1984,8,2.66,0.8,0,0.2,NA,0.3,NA,0.3,NA
"iccat",-39.5,0.5,1984,9,44.2,0,356,NA,43,NA,9,NA,304
"iccat",-39.5,0.5,1984,9,204.212,74.5,0,24.5,NA,22.6,NA,27.4,NA
"iccat",-39.5,0.5,1984,10,11.5,0,59,NA,15,NA,2,NA,42
"iccat",-39.5,0.5,1984,10,88.388,38.7,0,24.9,NA,5.7,NA,8.1,NA
"iccat",-39.5,0.5,1985,1,31.2,0,192,NA,47,NA,6,NA,139
"iccat",-39.5,0.5,1985,2,21.6,0,116,NA,24,NA,3,NA,89
"iccat",-39.5,0.5,1985,3,14.6,0,59,NA,13,NA,3,NA,43
"iccat",-39.5,0.5,1985,3,22.2,0,104,NA,14,NA,1,NA,89
"iccat",-39.5,0.5,1985,4,49.172,13,0,5.1,NA,3.7,NA,4.2,NA
"iccat",-39.5,0.5,1985,5,42,0,232,NA,10,NA,23,NA,199
"iccat",-39.5,0.5,1985,5,17.365,4.2,0,1.6,NA,0.6,NA,2,NA
"iccat",-39.5,0.5,1985,6,24,0,254,NA,8,NA,25,NA,221
"iccat",-39.5,0.5,1985,8,59.1,0,1044,NA,41,NA,19,NA,984
"iccat",-39.5,0.5,1985,9,141.2,0,2821,NA,89,NA,94,NA,2638
"iccat",-39.5,0.5,1985,9,2.765,1.4,0,0.6,NA,0.1,NA,0.7,NA
"iccat",-39.5,0.5,1985,10,49.5,0,503,NA,22,NA,19,NA,462
"iccat",-39.5,0.5,1985,10,31.265,17.7,0,0.6,NA,2.3,NA,14.8,NA
"iccat",-39.5,0.5,1985,11,47.406,41.2,0,15.9,NA,3.8,NA,21.5,NA
"iccat",-39.5,0.5,1985,12,99.3,0,1178,NA,52,NA,55,NA,1071
"iccat",-39.5,0.5,1985,12,178.151,111.9,0,42.4,NA,6.9,NA,62.6,NA
"iccat",-39.5,0.5,1986,1,26.5,0,255,NA,32,NA,29,NA,194
"iccat",-39.5,0.5,1986,1,204.228,91.7,0,30.7,NA,6.3,NA,54.7,NA
"iccat",-39.5,0.5,1986,2,48.3,0,764,NA,39,NA,40,NA,685
"iccat",-39.5,0.5,1986,3,10.4,0,132,NA,1,NA,0,NA,131
"iccat",-39.5,0.5,1986,5,21.4,0,175,NA,5,NA,12,NA,158
"iccat",-39.5,0.5,1986,6,132.8,0,1258,NA,53,NA,61,NA,1144
"iccat",-39.5,0.5,1986,7,20.7,0,292,NA,25,NA,11,NA,256
"iccat",-39.5,0.5,1986,8,114.5,0,1332,NA,68,NA,37,NA,1227
"iccat",-39.5,0.5,1986,8,23.13,4.2,0,0.7,NA,1.4,NA,2.1,NA
"iccat",-39.5,0.5,1986,9,15,0,70,NA,4,NA,0,NA,66
"iccat",-39.5,0.5,1986,9,59.87,16,0,2.7,NA,6.1,NA,7.2,NA
"iccat",-39.5,0.5,1986,10,112.5,0,1240,NA,73,NA,277,NA,890
"iccat",-39.5,0.5,1986,10,23.7,4.1,0,0.5,NA,1.7,NA,1.9,NA
"iccat",-39.5,0.5,1986,10,3.36,1.4,0,0.9,NA,0,NA,0.5,NA
