"rfmo","lon","lat","year","effort_set","effort_day","catch_tot","catch_skj","catch_alb","catch_bet","catch_yft"
"iccat",-6.5,-0.5,1982,0,6,97,0,0,0,97
"iccat",-6.5,-0.5,1983,0,243.3,1199,0,0,0,1199
"iccat",-6.5,-0.5,1985,0,65.9,349,31,0,5,313
"iccat",-6.5,-0.5,1986,0,16.3,405,9,0,32.5,363.5
"iccat",-6.5,-0.5,1987,0,41.6,521.5,135,0,19,367.5
"iccat",-6.5,-0.5,1989,0,26.4,320,19,0,6.3,294.7
"iccat",-6.5,-0.5,1990,0,2.8,189.2,76.2,0,36.7,76.3
"iccat",-6.5,-0.5,1991,0,0,434.99,172.42,0,27.91,234.66
"iccat",-6.5,-0.5,1992,6,0,1207.654,366.757,0,83.673,757.224
"iccat",-6.5,-0.5,1993,7,0,555.334,210.146,0,96.757,248.431
"iccat",-6.5,-0.5,1994,10,0,711.885,391.045,0,174.769,146.071
"iccat",-6.5,-0.5,1995,12,0,541.138,298.221,1,103.486,138.431
"iccat",-6.5,-0.5,1996,16,0,940.648,386.216,0,161.986,392.446
"iccat",-6.5,-0.5,1997,3,0,112.673,29.181,0,15.498,67.994
"iccat",-6.5,-0.5,1998,1,0,53.177,30.079,0,8.817,14.281
"iccat",-6.5,-0.5,1999,38,0,1086.16,123.828,1.051,49.47,911.811
"iccat",-6.5,-0.5,2000,0,0,150.292,87.377,0,20.653,42.262
"iccat",-6.5,-0.5,2001,0,0,81.614,43.089,0,11.814,26.711
"iccat",-6.5,-0.5,2002,10,0,416.048,60.128,0,23.255,332.665
"iccat",-6.5,-0.5,2003,0,0,60.801,35.094,0,10.71,14.997
"iccat",-6.5,-0.5,2004,2,0,175.826,89.616,0,28.392,57.818
"iccat",-6.5,-0.5,2005,1,0,170.221,120.583,0,17.091,32.547
"iccat",-6.5,-0.5,2006,7,0,388.69,277.1,0,76.03,35.56
"iccat",-6.5,-0.5,2007,0,0,385.3059,255.6595,0,52.0807,77.5657
"iccat",-6.5,-0.5,2008,3,0,218.87,189.27,0,5.86,23.74
"iccat",-6.5,-0.5,2009,13,0,384.789,159.898,0,35.879,189.012
"iccat",-6.5,-0.5,2010,7,0,314.32,108.7,0,42.1,163.52
"iccat",-6.5,-0.5,2011,3,0,123.174,80.344,0,23.358,19.472
"iccat",-6.5,-0.5,2012,8,0,277.71,187.66,0,28.61,61.44
"iccat",-6.5,-0.5,2013,42,0,1152.33,447.011,0,205.393,499.926
"iccat",-6.5,-0.5,2014,10,0,232.941,143.592,0.95,50.916,37.483
"iccat",-6.5,-0.5,2015,14,0,450.4,326.52,0,82.77,41.11
"iccat",-6.5,-0.5,2016,22,0,551.609,271.547,0,44.196,235.866
"iccat",-6.5,-0.5,2017,77,0,1336.999,362.61,0,135.501,838.888
"iccat",-6.5,-0.5,2018,115,0,2218.484,407.897,0,166.804,1643.783
"iccat",-6.5,-0.5,2019,86,0,1534.735,619.761,1.003,405.664,508.307
"iccat",-6.5,-0.5,2020,28,0,604.71,251.66,0,23.56,329.49
"iccat",-6.5,-0.5,2021,13,6.5,211.26,169.03,0,10.22,32.01
"iccat",-6.5,-0.5,2022,29,13.16,667.871004149706,474.187266344828,0,71.1,122.583737804878
"iccat",-6.5,-0.5,2023,42,16.5,755.499036,494.185951,0,39.3703,221.942785
"iccat",-6.5,-0.5,2024,43,66.32,1917.9,1183.8,0,58.87,675.23
"iccat",-5.5,-0.5,1971,0,5.7,33,0,0,0,33
"iccat",-5.5,-0.5,1977,0,2.5,10,0,0,0,10
"iccat",-5.5,-0.5,1979,0,57.1,457,12,0,0,445
"iccat",-5.5,-0.5,1980,0,22,55,35.9,0,0.5,18.6
"iccat",-5.5,-0.5,1981,0,12.9,27,7.4,0,0.3,19.3
"iccat",-5.5,-0.5,1982,0,1,7,5,0,2,0
"iccat",-5.5,-0.5,1983,0,179.3,881,9,0,0.1,871.9
"iccat",-5.5,-0.5,1984,0,5.6,35,0,0,0,35
"iccat",-5.5,-0.5,1985,0,70.1,539,5,0,0,534
"iccat",-5.5,-0.5,1987,0,1,6.1,4.9,0,0.6,0.6
"iccat",-5.5,-0.5,1988,0,8.5,139,0,0,0,139
"iccat",-5.5,-0.5,1989,0,11.3,107,0,0,0,107
"iccat",-5.5,-0.5,1990,0,2,11,0,0,0,11
"iccat",-5.5,-0.5,1992,1,0,421.546,241.879,0,62.855,116.812
"iccat",-5.5,-0.5,1993,1,0,231.68,90.96,21.7,64.239,54.781
"iccat",-5.5,-0.5,1994,8,0,665.709,318.579,0,143.393,203.737
"iccat",-5.5,-0.5,1995,16,0,1499.568,409.665,1,129.678,959.225
"iccat",-5.5,-0.5,1996,2,0,448.359,255.594,0,96.694,96.071
"iccat",-5.5,-0.5,1997,0,0,85.184,34.49,0,18.939,31.755
"iccat",-5.5,-0.5,1998,0,0,114.789,70.164,0,19.11,25.515
"iccat",-5.5,-0.5,1999,9,0,457.866,92.969,0,27.382,337.515
"iccat",-5.5,-0.5,2000,0,0,278.404,172.135,0,61.012,45.257
"iccat",-5.5,-0.5,2001,2,0,192.385,66.421,0,37.936,88.028
"iccat",-5.5,-0.5,2002,0,0,745.982,162.635,0.95,66.363,516.034
"iccat",-5.5,-0.5,2003,3,0,296.354,189.057,0,48.807,58.49
"iccat",-5.5,-0.5,2004,0,0,366.057,210.625,0,95.29,60.142
"iccat",-5.5,-0.5,2005,1,0,447.961,340.729,0,47.636,59.596
"iccat",-5.5,-0.5,2006,4,0,187.307,137.297,0,20.208,29.802
"iccat",-5.5,-0.5,2007,0,0,151.9628,95.0647,0,16.3123,40.5858
"iccat",-5.5,-0.5,2008,1,0,81.13,32.75,0,6.88,41.5
"iccat",-5.5,-0.5,2009,8,0,563.628,328.246,0,63.909,171.473
"iccat",-5.5,-0.5,2010,11,0,418.689,152.673,0,57.995,208.021
"iccat",-5.5,-0.5,2011,9,0,404.656,242.718,0,100.14,61.798
"iccat",-5.5,-0.5,2012,6,0,239.56,173.22,0,37.017,29.323
"iccat",-5.5,-0.5,2013,33,0,590.923,283.288,0,71.912,235.723
"iccat",-5.5,-0.5,2014,17,0,715.873,426.71,0,57.386,231.777
"iccat",-5.5,-0.5,2015,11,0,521.4,367.69,1.073,94.942,57.695
"iccat",-5.5,-0.5,2016,22,0,927.225,632.67,0,165.847,128.708
"iccat",-5.5,-0.5,2017,15,0,410.661,344.28,0,16.042,50.339
"iccat",-5.5,-0.5,2018,21,20,842.457,498.253,0,112.84,231.364
"iccat",-5.5,-0.5,2019,57,11,1212.5,580.378,0,134.808,497.314
"iccat",-5.5,-0.5,2020,38,0,711.91,515.44,0,35.56,160.91
"iccat",-5.5,-0.5,2021,2023,14.5,668.012,220.1,0,40.194,407.718
"iccat",-5.5,-0.5,2022,13,7,411.303921642928,281.857324929972,0,36.0043448275862,93.4422518853695
"iccat",-5.5,-0.5,2023,39,13.66,667.784258,360.954431,0,35.594677,271.23515
"iccat",-5.5,-0.5,2024,39,25.32,1305.7472,905.1531,0,48.3841,352.21
"iccat",-4.5,-0.5,1975,0,4.3,54,0,0,0,54
"iccat",-4.5,-0.5,1977,0,6.7,10.4,6.8,0,0,3.6
"iccat",-4.5,-0.5,1978,0,2.1,31,5,0,0,26
"iccat",-4.5,-0.5,1979,0,13,127,17,0,0,110
"iccat",-4.5,-0.5,1981,0,51.9,487,28.3,0,2.9,455.8
"iccat",-4.5,-0.5,1982,0,13,84,0,0,0,84
"iccat",-4.5,-0.5,1983,0,49.1,367,1,0,0,366
"iccat",-4.5,-0.5,1984,0,15.6,48,28,0,0,20
"iccat",-4.5,-0.5,1985,0,215.1,2997,425.4,0,29.9,2541.7
"iccat",-4.5,-0.5,1987,0,15.8,201,2.4,0,0.2,198.4
"iccat",-4.5,-0.5,1988,0,25.9,254,197,0,15,42
"iccat",-4.5,-0.5,1989,0,3.4,26,1,0,0,25
"iccat",-4.5,-0.5,1990,0,0,34,20.1,0,9.8,4.1
"iccat",-4.5,-0.5,1991,0,0,106,87.37,0,12.54,6.09
"iccat",-4.5,-0.5,1992,2,0,132.603,75.774,0,15.912,40.917
"iccat",-4.5,-0.5,1993,3,0,233.643,71.425,0,24.725,137.493
"iccat",-4.5,-0.5,1994,10,0,954.357,520.608,0,171.969,261.78
"iccat",-4.5,-0.5,1995,6,0,3431.406,435.273,7.63,173.095,2815.408
"iccat",-4.5,-0.5,1996,3,0,421.904,229.49,0,83.752,108.662
"iccat",-4.5,-0.5,1997,2,0,223.326,55.858,0,25.116,142.352
"iccat",-4.5,-0.5,1998,0,0,178.653,104.753,0,30.687,43.213
"iccat",-4.5,-0.5,1999,0,0,614.091,437.447,0,87.355,89.289
"iccat",-4.5,-0.5,2000,0,0,307.895,192.529,0,61.099,54.267
"iccat",-4.5,-0.5,2001,0,0,301.242,142.955,0,61.08,97.207
"iccat",-4.5,-0.5,2002,6,0,441.209,195.01,0,50.646,195.553
"iccat",-4.5,-0.5,2003,1,0,642.337,425.715,0,101.948,114.674
"iccat",-4.5,-0.5,2004,1,0,485.098,276.385,0,129.149,79.564
"iccat",-4.5,-0.5,2005,0,0,491.927,362.658,0,53.249,76.02
"iccat",-4.5,-0.5,2006,6,0,414.81,271.7,0,64.09,79.02
"iccat",-4.5,-0.5,2007,1,0,336.0976,246.1437,0,36.0181,53.9358
"iccat",-4.5,-0.5,2008,24,0,1184.702,64,0,93.083,1027.619
"iccat",-4.5,-0.5,2009,35,0,1316.87,392.399,0,112.005,812.466
"iccat",-4.5,-0.5,2010,13,0,839.131,393.12,0,78.658,367.353
"iccat",-4.5,-0.5,2011,11,0,303.26,214.58,0,38.04,50.64
"iccat",-4.5,-0.5,2012,5,0,129.835,46.65,0,31.282,51.903
"iccat",-4.5,-0.5,2013,25,0,508.166,361.663,0,38.407,108.096
"iccat",-4.5,-0.5,2014,40,0,814.302,295.527,0.95,38.45,479.375
"iccat",-4.5,-0.5,2015,37,0,936.664,460.427,1.027,189.964,285.246
"iccat",-4.5,-0.5,2016,16,0,483.123,284.44,0,99.85,98.833
"iccat",-4.5,-0.5,2017,29,0,746.927,540.91,0,59.608,146.409
"iccat",-4.5,-0.5,2018,15,0,252.102,187.721,0,29.444,34.937
"iccat",-4.5,-0.5,2019,40,0,804.731,294.5,0,190.359,319.872
"iccat",-4.5,-0.5,2020,33,0,633.706,246.955,0,35.22,351.531
"iccat",-4.5,-0.5,2021,18,9.5,242.954,158.381,0,9.213,75.36
"iccat",-4.5,-0.5,2022,14,5.5,462.705986481549,339.491406649616,0,43.1552941176471,80.0592857142857
"iccat",-4.5,-0.5,2023,45,6,865.328053,405.113091,0,53.836569,406.378393
"iccat",-4.5,-0.5,2024,29,29.33,1175.834776,874.602003,0,49.4804,251.752373
"iccat",-3.5,-0.5,1973,0,2,5.44311,1.36078,0,0,4.08233
"iccat",-3.5,-0.5,1975,0,32.7,312,3,0,0,309
"iccat",-3.5,-0.5,1977,0,26.1,156.5,69.8,0,0,86.7
"iccat",-3.5,-0.5,1978,0,1.3,12,0,0,0,12
"iccat",-3.5,-0.5,1979,0,27.5,103,2,0,0,101
"iccat",-3.5,-0.5,1981,0,137.8,1220,62.1,25,3.3,1129.6
"iccat",-3.5,-0.5,1982,0,19,134,36.2,0,7.2,90.6
"iccat",-3.5,-0.5,1983,0,52,158,7.3,0,0.4,150.3
"iccat",-3.5,-0.5,1984,0,133.8,489,47,0,0.3,441.7
"iccat",-3.5,-0.5,1985,0,76.7,978.1,0,0,0,978.1
"iccat",-3.5,-0.5,1986,0,5.8,39,32,0,0,7
"iccat",-3.5,-0.5,1987,0,39.7,670,33,0,12.6,624.4
"iccat",-3.5,-0.5,1988,0,5.3,12,0,0,0,12
"iccat",-3.5,-0.5,1989,0,2.5,151,0,1,0.3,149.7
"iccat",-3.5,-0.5,1990,0,14.7,175.8,68.8,0,13.7,93.3
"iccat",-3.5,-0.5,1991,1,0,140.189,98.954,0,22.342,18.893
"iccat",-3.5,-0.5,1992,4,0,545.693,181.569,0,43.97,320.154
"iccat",-3.5,-0.5,1993,2,0,559.803,30.614,0,14.685,514.504
"iccat",-3.5,-0.5,1994,6,0,608.055,228.895,0,79.576,299.584
"iccat",-3.5,-0.5,1995,9,0,2931.166,596.945,6.066,189.941,2138.214
"iccat",-3.5,-0.5,1996,3,0,327.498,148.838,0,53.695,124.965
"iccat",-3.5,-0.5,1997,3,0,192.363,53.988,0,20.976,117.399
"iccat",-3.5,-0.5,1998,4,0,272.536,162.955,0,54.82,54.761
"iccat",-3.5,-0.5,1999,1,0,572.683,366.512,0,81.803,124.368
"iccat",-3.5,-0.5,2000,0,0,223.944,132.687,0,38.422,52.835
"iccat",-3.5,-0.5,2001,0,0,253.884,132.576,0,20.892,100.416
"iccat",-3.5,-0.5,2002,5,0,586.128,327.977,0,77.958,180.193
"iccat",-3.5,-0.5,2003,0,0,530.239,257.806,0,113.766,158.667
"iccat",-3.5,-0.5,2004,4,0,412.67,226.827,0,98.787,87.056
"iccat",-3.5,-0.5,2005,0,0,345.753,261.51,0,34.19,50.053
"iccat",-3.5,-0.5,2006,2,0,193.37,69.66,0,52.49,71.22
"iccat",-3.5,-0.5,2007,6,0,194.858,97.7781,0,51.239,45.8409
"iccat",-3.5,-0.5,2008,10,0,441.564,131.61,0,22.438,287.516
"iccat",-3.5,-0.5,2009,32,0,2495.368,538.42,0,197.306,1759.642
"iccat",-3.5,-0.5,2010,20,0,853.032,205.368,0,174.113,473.551
"iccat",-3.5,-0.5,2011,8,0,343.09,246.78,0,51.76,44.55
"iccat",-3.5,-0.5,2012,9,0,342.011,133.905,1.896,69.125,137.085
"iccat",-3.5,-0.5,2013,21,0,322.17,167.553,0,27.353,127.264
"iccat",-3.5,-0.5,2014,22,0,1442.772,129.623,0.881,62.579,1249.689
"iccat",-3.5,-0.5,2015,37,0,1491.814,543.244,0,146.988,801.582
"iccat",-3.5,-0.5,2016,15,0,290.454,168.826,0,78.768,42.86
"iccat",-3.5,-0.5,2017,27,0,472.856,262.81,0,36.503,173.543
"iccat",-3.5,-0.5,2018,51,0,1307.559,254.982,0,64.941,987.636
"iccat",-3.5,-0.5,2019,106,0,1481.056,381.104,0,438.225,661.727
"iccat",-3.5,-0.5,2020,38,0,875.442,426.079,1,109.038,339.325
"iccat",-3.5,-0.5,2021,25,8,316.416,168.226,0,12.754,135.436
"iccat",-3.5,-0.5,2022,14,6,294.736137931034,135.049137931034,0,35.289,124.398
"iccat",-3.5,-0.5,2023,54,9.99,1145.237251,385.979395,1.0431,71.523233,686.691523
"iccat",-3.5,-0.5,2024,25,9.5,539,398,0,26,115
"iccat",-2.5,-0.5,1975,0,11.5,144,0,0,0,144
"iccat",-2.5,-0.5,1976,0,2.2,12,0,0,0,12
"iccat",-2.5,-0.5,1979,0,79.5,599,30,0,0,569
"iccat",-2.5,-0.5,1980,0,5,38,19.3,0,1.7,17
"iccat",-2.5,-0.5,1981,0,120.2,1082,198.2,0,4.5,879.3
"iccat",-2.5,-0.5,1982,0,17.8,124,0,0,0,124
"iccat",-2.5,-0.5,1983,0,41.7,205,38,0,0,167
"iccat",-2.5,-0.5,1984,0,27.7,229,15,0,0,214
"iccat",-2.5,-0.5,1985,0,128.1,1669,29,0,0,1640
"iccat",-2.5,-0.5,1986,0,6,19,6.5,0,0,12.5
"iccat",-2.5,-0.5,1987,0,39.4,631.1,0,0,11,620.1
"iccat",-2.5,-0.5,1988,0,1,1,0,0,0,1
"iccat",-2.5,-0.5,1989,0,40.5,1523.4,6.2,3,6.4,1507.8
"iccat",-2.5,-0.5,1990,0,13.5,818.1,92.2,0,18.4,707.5
"iccat",-2.5,-0.5,1991,0,0,35,28.7,0,4.33,1.97
"iccat",-2.5,-0.5,1992,16,0,1721.907,185.611,0,35.819,1500.477
"iccat",-2.5,-0.5,1993,12,0,763.016,154.336,0,70.725,537.955
"iccat",-2.5,-0.5,1994,4,0,506.383,208.223,0,81.803,216.357
"iccat",-2.5,-0.5,1995,70,0,3152.836,357.218,0,168.584,2627.034
"iccat",-2.5,-0.5,1996,4,0,741.422,231.61,0,80.032,429.78
"iccat",-2.5,-0.5,1997,6,0,304.347,71.911,0,62.663,169.773
"iccat",-2.5,-0.5,1998,1,0,151.854,86.866,0,28.344,36.644
"iccat",-2.5,-0.5,1999,13,0,892.18,570.048,0,104.022,218.11
"iccat",-2.5,-0.5,2000,3,0,304.993,105.233,0,35.946,163.814
"iccat",-2.5,-0.5,2001,1,0,231.289,126.908,0,27.721,76.66
"iccat",-2.5,-0.5,2002,4,0,304.65,146.843,0,32.847,124.96
"iccat",-2.5,-0.5,2003,1,0,1024.938,282.535,0,121.037,621.366
"iccat",-2.5,-0.5,2004,5,0,564.206,286.696,0,110.473,167.037
"iccat",-2.5,-0.5,2005,0,0,743.564,551.022,0,86.463,106.079
"iccat",-2.5,-0.5,2006,2,0,93.94,74.71,0,7.32,11.91
"iccat",-2.5,-0.5,2007,2,0,96.1053,52.562,0,16.4965,27.0468
"iccat",-2.5,-0.5,2008,1,0,72.55,62.97,0,5.17,4.41
"iccat",-2.5,-0.5,2009,11,0,593.009,196.376,0,41.161,355.472
"iccat",-2.5,-0.5,2010,36,0,1511.138,400.8,0,170.007,940.331
"iccat",-2.5,-0.5,2011,33,0,671.045,323.732,0,67.714,279.599
"iccat",-2.5,-0.5,2012,10,0,267.736,103.54,0,44.87,119.326
"iccat",-2.5,-0.5,2013,12,0,212.877,141.544,0,20.573,50.76
"iccat",-2.5,-0.5,2014,13,0,1483.564,397.82,0,87.022,998.722
"iccat",-2.5,-0.5,2015,47,0,1616.518,453.545,0.951,169.542,992.48
"iccat",-2.5,-0.5,2016,34,0,721.44,406.772,0,107.367,207.301
"iccat",-2.5,-0.5,2017,81,0,1418.783,491.759,0,146.703,780.321
"iccat",-2.5,-0.5,2018,27,0,575.654,433.681,0,41.307,100.666
"iccat",-2.5,-0.5,2019,71,0,1749.34,525.394,0,402.484,821.462
"iccat",-2.5,-0.5,2020,33,0,585.704,261.168,1,63.623,259.913
"iccat",-2.5,-0.5,2021,28,10.33,647.17,325.658,0,51.092,270.42
"iccat",-2.5,-0.5,2022,11,2,145.380943484443,64.2157147593583,0,11.412826516129,69.7524022089552
"iccat",-2.5,-0.5,2023,98,8,2581.359004,251.577844,0,271.092383,2058.688777
"iccat",-2.5,-0.5,2024,28,12.66,530.9,391.12,0,35.79,103.99
"iccat",-1.5,-0.5,1975,0,3.3,20,0,0,0,20
"iccat",-1.5,-0.5,1977,0,6.8,34,12,0,11,11
"iccat",-1.5,-0.5,1978,0,3,22.7,0,0,0,22.7
"iccat",-1.5,-0.5,1980,0,4,41,0,0,0,41
"iccat",-1.5,-0.5,1981,0,195.9,5336.1,71.2,0,1.9,5263
"iccat",-1.5,-0.5,1982,0,40.2,266,3.8,0,0.7,261.5
"iccat",-1.5,-0.5,1983,0,48.3,149,0,0,0,149
"iccat",-1.5,-0.5,1984,0,6.4,18,0,0,0,18
"iccat",-1.5,-0.5,1985,0,171.3,3404.5,215,0,0,3189.5
"iccat",-1.5,-0.5,1986,0,7,26,7,0,0,19
"iccat",-1.5,-0.5,1987,0,19.1,390,0,5,1.1,383.9
"iccat",-1.5,-0.5,1989,0,13.1,483,44,0,8.2,430.8
"iccat",-1.5,-0.5,1990,0,1,277.1,50.2,0,8.2,218.7
"iccat",-1.5,-0.5,1991,0,0,2,1.63,0,0.25,0.12
"iccat",-1.5,-0.5,1992,11,0,895.892,230.905,0,50.347,614.64
"iccat",-1.5,-0.5,1993,1,0,258.205,70.95,0,14.934,172.321
"iccat",-1.5,-0.5,1994,5,0,675.333,258.68,0,131.213,285.44
"iccat",-1.5,-0.5,1995,29,0,969.927,268.463,0,81.292,620.172
"iccat",-1.5,-0.5,1996,21,0,1180.947,194.624,0,73.683,912.64
"iccat",-1.5,-0.5,1997,4,0,548.701,209.614,0,141.556,197.531
"iccat",-1.5,-0.5,1998,1,0,201.857,66.309,0,19.689,115.859
"iccat",-1.5,-0.5,1999,2,0,469.871,294.611,0,64.358,110.902
"iccat",-1.5,-0.5,2000,10,0,634.263,265.804,0,63.533,304.926
"iccat",-1.5,-0.5,2001,0,0,160.095,83.604,0,19.578,56.913
"iccat",-1.5,-0.5,2002,3,0,344.497,201.439,0,59.674,83.384
"iccat",-1.5,-0.5,2003,1,0,371.444,232.789,0,56.607,82.048
"iccat",-1.5,-0.5,2004,5,0,413.393,152.808,0,76.656,183.929
"iccat",-1.5,-0.5,2005,0,0,354.124,274.196,0,36.278,43.65
"iccat",-1.5,-0.5,2006,11,0,522.772,354.787,0,66.053,101.932
"iccat",-1.5,-0.5,2007,7,0,530.6632,223.258,0,23.1185,284.2867
"iccat",-1.5,-0.5,2008,2,0,262.77,126.84,0,34.79,101.14
"iccat",-1.5,-0.5,2009,6,0,180.88,118.33,0,29.37,33.18
"iccat",-1.5,-0.5,2010,72,0,3135.057,453.385,0,296.036,2385.636
"iccat",-1.5,-0.5,2011,10,0,209.809,120.3,0,10.832,78.677
"iccat",-1.5,-0.5,2012,6,0,532.711,275.766,0.989,91.37,164.586
"iccat",-1.5,-0.5,2013,16,0,367.411,246.815,0,38.933,81.663
"iccat",-1.5,-0.5,2014,11,0,668.025,115.659,0,25.037,527.329
"iccat",-1.5,-0.5,2015,32,0,1043.897,195.4,0,122.139,726.358
"iccat",-1.5,-0.5,2016,32,0,798.62,432.1,0,150.04,216.48
"iccat",-1.5,-0.5,2017,37,0,873.327,414.11,0,99.823,359.394
"iccat",-1.5,-0.5,2018,44,0,916.624,348.518,0,68.785,499.321
"iccat",-1.5,-0.5,2019,48,0,885.3,421.19,0,151.85,312.26
"iccat",-1.5,-0.5,2020,31,0,523.346,156.005,0,45.87,321.471
"iccat",-1.5,-0.5,2021,64,15,1337.252,356.931,0,76.258,904.063
"iccat",-1.5,-0.5,2022,7,4,186.560962571429,147.654107571429,0,4.467,34.439855
"iccat",-1.5,-0.5,2023,40,5.33,867.326169,328.407584,0,106.749557,432.169028
"iccat",-1.5,-0.5,2024,16,9,345,225,0,46,74
"iccat",-0.5,-0.5,1968,1,0,0.4,0.1,0,0,0.3
"iccat",-0.5,-0.5,1977,0,20.6,230,79,0,20,131
"iccat",-0.5,-0.5,1978,0,1.1,10,8,0,1,1
"iccat",-0.5,-0.5,1980,0,5,14,6.6,0,0.5,6.9
"iccat",-0.5,-0.5,1981,0,132.5,3181.5,49,10.5,0.1,3121.9
"iccat",-0.5,-0.5,1982,0,55.8,705,344.6,0,11.2,349.2
"iccat",-0.5,-0.5,1983,0,14.6,22,22,0,0,0
"iccat",-0.5,-0.5,1984,0,14.8,88,13,0,0,75
"iccat",-0.5,-0.5,1985,0,94.4,1459,265,0,0,1194
"iccat",-0.5,-0.5,1986,0,5.8,8,6,0,1,1
"iccat",-0.5,-0.5,1987,0,13,163.7,2.5,0.5,0.7,160
"iccat",-0.5,-0.5,1988,0,12.1,14,0,0,0,14
"iccat",-0.5,-0.5,1990,0,10.8,291,45.4,0,7.9,237.7
"iccat",-0.5,-0.5,1991,0,0,54,51.23,0,2.04,0.73
"iccat",-0.5,-0.5,1992,6,0,565.334,49.18,0,7.875,508.279
"iccat",-0.5,-0.5,1993,4,0,436.818,268.441,0,91.492,76.885
"iccat",-0.5,-0.5,1994,5,0,510.249,100.702,0,29.48,380.067
"iccat",-0.5,-0.5,1995,13,0,1036.765,492.438,0,174.886,369.441
"iccat",-0.5,-0.5,1996,6,0,1042.079,213.636,0,97.369,731.074
"iccat",-0.5,-0.5,1997,0,0,266.508,93.78,0,41.906,130.822
"iccat",-0.5,-0.5,1998,2,0,438.424,223.941,0,79.809,134.674
"iccat",-0.5,-0.5,1999,4,0,281.674,143.13,0,39.222,99.322
"iccat",-0.5,-0.5,2000,64,0,1566.611,280.587,0,106.708,1179.316
"iccat",-0.5,-0.5,2001,0,0,241.398,130.148,0,30.15,81.1
"iccat",-0.5,-0.5,2002,5,0,428.126,222.084,0,63.432,142.61
"iccat",-0.5,-0.5,2003,1,0,403.369,153.595,31.77,56.732,161.272
"iccat",-0.5,-0.5,2004,9,0,571.546,296.05,0,93.775,181.721
"iccat",-0.5,-0.5,2005,6,0,725.371,380.724,0,67.971,276.676
"iccat",-0.5,-0.5,2006,4,0,233.08,175.61,0,22.09,35.38
"iccat",-0.5,-0.5,2007,1,0,563.2524,180.6822,0,94.7976,287.7726
"iccat",-0.5,-0.5,2008,6,0,375.299,188.81,0,38.279,148.21
"iccat",-0.5,-0.5,2009,12,0,449.8,314.61,0,66.07,69.12
"iccat",-0.5,-0.5,2010,22,0,666.018,148.998,0,181.549,335.471
"iccat",-0.5,-0.5,2011,58,0,2065.909,189.07,0,124.025,1752.814
"iccat",-0.5,-0.5,2012,5,0,124.65,90.34,0,21.01,13.3
"iccat",-0.5,-0.5,2013,9,0,340.137,267.332,0,35.058,37.747
"iccat",-0.5,-0.5,2014,43,0,1837.963,316.444,3.024,115.895,1402.6
"iccat",-0.5,-0.5,2015,20,0,811.112,293.458,0,107.75,409.904
"iccat",-0.5,-0.5,2016,30,0,743.651,545.429,0,67.775,130.447
"iccat",-0.5,-0.5,2017,22,0,435.808,252.056,0,67.958,115.794
"iccat",-0.5,-0.5,2018,61,0,1308.764,732.274,0,100.015,476.475
"iccat",-0.5,-0.5,2019,23,0,511.861,311.939,0,49.807,150.115
"iccat",-0.5,-0.5,2020,45,0,794.575,190.534,0,47.13,556.911
"iccat",-0.5,-0.5,2021,45,11.5,755.298,336.187,0,42.672,376.439
"iccat",-0.5,-0.5,2022,35,5.5,563.945045285714,241.254792285714,0,55.778248,266.912005
"iccat",-0.5,-0.5,2023,20,6.5,281.385936,156.754211,0,18.8816,105.750125
"iccat",-0.5,-0.5,2024,37,57.33,1574.939658,1010.177742,0,142.053789,422.708127
"iccat",0.5,-0.5,1968,2,0,16.1,6.2,0,0,9.9
"iccat",0.5,-0.5,1971,0,1.5,81.64662,54.43108,0,0,27.21554
"iccat",0.5,-0.5,1975,0,76.3,570.30836,14,0,4,552.30836
"iccat",0.5,-0.5,1976,0,56.7,321,8,0,0,313
"iccat",0.5,-0.5,1977,0,50.1,607,111,0,0,496
"iccat",0.5,-0.5,1978,0,2.4,5,0,0,0,5
"iccat",0.5,-0.5,1979,0,31.8,157,75,0,0,82
"iccat",0.5,-0.5,1980,0,51.9,423,168.7,0,2.8,251.5
"iccat",0.5,-0.5,1981,0,157.4,1385.2,82.5,0,0.1,1302.6
"iccat",0.5,-0.5,1982,0,158.8,1229.5,101.8,0,4.7,1123
"iccat",0.5,-0.5,1983,0,85,1004.9,109.9,0,0.8,894.2
"iccat",0.5,-0.5,1984,0,109.7,139.9,48.5,0,4.8,86.6
"iccat",0.5,-0.5,1985,0,296.4,2994.2,203.2,0,0,2791
"iccat",0.5,-0.5,1986,0,43.2,202,42,0,7,153
"iccat",0.5,-0.5,1987,0,13,82,11,0,3,68
"iccat",0.5,-0.5,1988,0,23.2,85,19,0,1,65
"iccat",0.5,-0.5,1989,0,29.4,1080.9,0,0,1.8,1079.1
"iccat",0.5,-0.5,1990,0,9.9,267,156,0,20.2,90.8
"iccat",0.5,-0.5,1991,0,0,67,64.54,0,2.34,0.12
"iccat",0.5,-0.5,1992,13,0,553.674,18.776,0,7.822,527.076
"iccat",0.5,-0.5,1993,19,0,1206.586,242.229,0,248.445,715.912
"iccat",0.5,-0.5,1994,10,0,3222.255,144.954,0,130.988,2946.313
"iccat",0.5,-0.5,1995,51,0,1572.849,477.095,0,191.879,903.875
"iccat",0.5,-0.5,1996,11,0,1723.198,290.69,0,89.512,1342.996
"iccat",0.5,-0.5,1997,1,0,792.434,387.598,0,226.926,177.91
"iccat",0.5,-0.5,1998,10,0,505.105,236.712,0,78.552,189.841
